merged_topic_label,anger,disgust,fear,joy,neutral,sadness,surprise
homeschooling tools and resources,0.0,0.0,0.0,0.003,0.0014,0.0,0.0006
impressive features,0.0,0.0,0.0,0.0002,0.0004,0.0,0.0024
initial user impressions,0.0,0.0,0.0,0.0034,0.0008,0.0,0.0
kid-friendly educational apps,0.0,0.0,0.0,0.0022,0.0004,0.0,0.0
kids love the app,0.0,0.0002,0.0,0.0072,0.0004,0.0,0.0004
kids love this app,0.0,0.0,0.0,0.0054,0.0002,0.0002,0.0002
kids loving the app,0.0,0.0,0.0,0.003,0.0,0.0,0.0
language learning app,0.0,0.0,0.0,0.0034,0.002,0.0,0.0004
language options,0.0,0.0,0.0,0.0018,0.005,0.0014,0.001
learning progress,0.0,0.0,0.0,0.0008,0.0008,0.0,0.0004
mixed app reactions,0.0002,0.0002,0.0,0.007,0.0008,0.0,0.0018
multilingual learning apps,0.0,0.0004,0.0002,0.001,0.0052,0.0004,0.0
negative feedback,0.0004,0.0012,0.0,0.0,0.0004,0.0004,0.0
positive app feedback,0.0002,0.0002,0.0,0.0184,0.0168,0.0002,0.002
positive app praise,0.0002,0.0004,0.0002,0.0024,0.0002,0.0,0.0006
positive app reviews,0.0,0.0,0.0,0.0186,0.007,0.0002,0.0002
positive experience feedback,0.0002,0.0,0.0,0.0024,0.0004,0.0,0.0006
positive feedback,0.0,0.0002,0.0002,0.0118,0.0204,0.0002,0.0026
positive feedback/reactions,0.0,0.0002,0.0,0.0026,0.0022,0.0,0.002
positive performance evaluation,0.0,0.0002,0.0,0.0028,0.006,0.0,0.0002
positive reviews,0.0,0.0,0.0,0.001,0.0244,0.0002,0.0
positive sentiments,0.0,0.0,0.0,0.0012,0.0008,0.0004,0.0
praise and admiration,0.0,0.0,0.0002,0.0,0.0018,0.0,0.0008
praise for app quality,0.0,0.0,0.0,0.0024,0.0006,0.0,0.003
product satisfaction,0.0,0.0002,0.0,0.001,0.0068,0.0002,0.0
rating the app,0.0,0.0002,0.0,0.0016,0.0014,0.0002,0.0
reading enjoyment and rewards,0.0,0.0,0.0,0.0018,0.0002,0.0,0.0
super high performance,0.0,0.0,0.0,0.0,0.0028,0.0,0.0
usefulness of app,0.0004,0.0,0.0,0.0016,0.003,0.0,0.0004
