merged_topic_label,anger,disgust,fear,joy,neutral,sadness,surprise
expressions of love,0.0,0.0,0.0,0.0024,0.0032,0.0004,0.0
family & childhood games,0.0006,0.0002,0.0,0.031,0.0046,0.0012,0.0014
favorite game,0.0,0.0,0.0,0.0042,0.0002,0.0002,0.0
game download issues,0.0,0.0,0.0,0.003,0.0022,0.0004,0.0
game reviews,0.0,0.0004,0.0,0.0024,0.0048,0.0008,0.0002
good time pass game,0.0,0.0,0.0,0.0032,0.0002,0.0,0.0
high game appreciation,0.0,0.0,0.0,0.0034,0.0,0.0,0.0
hindi game reviews,0.0,0.0,0.0,0.0,0.0022,0.0,0.0
incoherent/unrelated terms,0.0,0.0004,0.0,0.0,0.0028,0.0,0.0
incoherent/unrelated words,0.0,0.0006,0.0,0.0002,0.0054,0.0,0.0
incomprehensible/non-english reviews,0.0,0.0006,0.0004,0.0002,0.0288,0.0,0.001
little pandas app,0.0,0.0,0.0,0.0,0.003,0.0,0.0
love for game,0.0,0.0,0.0,0.0044,0.0,0.0,0.0
mixed feelings/opinions,0.0002,0.0,0.0,0.0038,0.0002,0.0002,0.0002
multilingual game reviews,0.0,0.0,0.0,0.0,0.0038,0.0,0.0
names and random words,0.0,0.0002,0.0,0.0002,0.0028,0.0002,0.0
negative feedback,0.0,0.0034,0.0002,0.0,0.0006,0.0,0.0002
negative game reviews,0.0014,0.0042,0.0,0.0,0.0012,0.0014,0.0
neutral/average reviews,0.0006,0.0,0.0,0.0,0.007,0.0006,0.0
non-english reviews,0.0,0.0,0.0006,0.0006,0.0056,0.0,0.0
panda related apps,0.0,0.0,0.0,0.0006,0.004,0.0002,0.0004
persian user interactions,0.0,0.0,0.0,0.0,0.0022,0.0,0.0
positive affection,0.0,0.0,0.0,0.0032,0.0002,0.0,0.0
positive app feedback,0.0,0.0,0.0,0.0074,0.001,0.0,0.0008
positive exclamations,0.0,0.0004,0.0,0.0006,0.002,0.0,0.0022
positive feedback,0.0,0.0006,0.0,0.0058,0.0518,0.0004,0.001
positive feedback/appreciation,0.0,0.0,0.0,0.0044,0.0,0.0,0.0
positive feedback/gratitude,0.0,0.0,0.0,0.0014,0.0022,0.0,0.0022
positive game reviews,0.0004,0.0008,0.0004,0.098,0.0296,0.0004,0.004
positive reactions,0.0,0.0,0.0002,0.003,0.017,0.0,0.0002
positive reviews,0.0,0.0,0.0,0.0036,0.0002,0.0,0.0004
praise for app,0.0,0.0,0.0,0.0002,0.0036,0.0,0.0
praise for game quality,0.0,0.0,0.0,0.0064,0.0006,0.0,0.0012
quality and odds evaluation,0.0,0.0008,0.0,0.0,0.0012,0.0016,0.0002
rating/star giving reasons,0.0,0.0,0.0,0.0068,0.0024,0.001,0.0
super fun games,0.0,0.0,0.0,0.0026,0.0016,0.0,0.0
super game reviews,0.0,0.0,0.0,0.0014,0.0018,0.0,0.0058
text pasting feature,0.0,0.0,0.0,0.0056,0.0006,0.0002,0.0
user names,0.0,0.0006,0.0006,0.0006,0.0436,0.0,0.0
