id,user,text,rating,likes,app_version,date,emotion,vader_sentiment,text_length,readability,contains_bug_keywords,contains_request_keywords,topic,merged_topic,merged_topic_label,pain_point
33298348-e8b9-49df-85d7-d89812989aab,A Google user,"Addictive, at least I'm not on drugs.",5,0,3.5.2171,2025-07-25 20:00:07,disgust,0.0,37,90.95857142857145,False,True,22,9,Addiction Concerns,False
4243adf9-04b1-4279-8775-993af50e1a19,A Google user,need Facebook to play,1,0,,2025-07-25 19:58:26,sadness,0.34,21,97.025,False,False,7,1,App Loading & Facebook Issues,False
bde54582-dbdf-42b1-98f3-32aee58edcc2,A Google user,amazing,5,0,3.5.2166,2025-07-25 19:56:21,joy,0.5859,7,-47.97999999999996,False,False,28,8,Positive Feedback,False
db5a8a5c-4d8d-4536-b0a3-4c302f1f00c4,A Google user,v good,5,0,,2025-07-25 19:45:28,joy,0.4404,6,120.20500000000001,False,False,0,3,Mixed Feelings,False
35bc6ef8-72a0-4fca-8e2a-0c0aaa3c23c3,A Google user,it's adicting,4,0,3.5.2171,2025-07-25 19:31:33,disgust,0.0,13,77.90500000000002,False,False,-1,6,User Experience,False
a00bf110-909e-41c4-a04b-3f30d96ffe4a,A Google user,"I joined for fun, and I have fun!",5,0,3.5.2171,2025-07-25 19:19:14,joy,0.784,33,114.11500000000001,False,False,-1,6,User Experience,False
a5ca834f-3bd5-4e3a-b78e-ba6e60c57424,A Google user,Fun and engaging. Love it,5,0,3.5.2166,2025-07-25 19:13:46,joy,0.872,25,83.32000000000004,False,False,-1,6,User Experience,False
a6a2cf69-5c82-4880-99d3-b04592d8b8c0,A Google user,I've been playing this game for several years now and let's just say I love it sucks when I exhausted every way to get more spins and can't do nothing more but I enjoy it a lot,5,1,3.5.2171,2025-07-25 18:57:17,joy,0.7348,176,66.38810810810811,False,False,1,1,App Loading & Facebook Issues,False
20025fe3-e9cb-4bba-b928-dc348c8f6fde,A Google user,easy,5,0,3.5.2171,2025-07-25 18:35:33,neutral,0.4404,4,36.62000000000003,False,False,94,0,Casual Affirmations,False
c7ac4768-f69b-4228-b175-0dfafa4ab294,A Google user,"Tactical skill based thinking is required for some tournaments, don't forget it's not just about spinning and building. Sometimes less is more!",5,0,3.5.2131,2025-07-25 18:35:26,neutral,0.2401,143,64.9245454545455,False,False,25,4,Fun and Quick Experience,False
76075ace-3e88-4d3c-a3af-57845ad08516,A Google user,love the game,5,0,,2025-07-25 18:33:17,joy,0.6369,13,119.19000000000003,False,False,49,7,Enjoyment of the game,False
df5ea865-b349-443b-b48c-b66a8e97cc0f,A Google user,please stop rigging the game,5,0,3.5.2166,2025-07-25 18:25:46,anger,0.0258,28,100.24000000000002,False,True,90,6,User Experience,False
821fe18a-c6bb-4ab8-a3bc-c13e9ebc0c36,A Google user,fun,4,0,3.5.2171,2025-07-25 18:22:34,joy,0.5106,3,121.22000000000003,False,False,2,4,Fun and Quick Experience,False
d0557928-7fac-4c83-b72f-f2c3dca0bbde,A Google user,Need to add SPINS with the in the wheel!!! Plzzzz Plzzzzz!!,3,0,3.5.2166,2025-07-25 18:21:20,surprise,0.0,59,111.07000000000002,False,True,1,1,App Loading & Facebook Issues,False
04ce934c-f607-44d3-8d9c-31dda05d6d31,A Google user,"It's alright, , ,",4,0,3.5.2171,2025-07-25 18:15:39,neutral,0.25,17,77.90500000000002,False,False,68,0,Casual Affirmations,False
5f3f7783-cbc4-45c3-b157-e6ae789d40f6,A Google user,I was happily surprised to find this game relaxing.,5,0,3.5.2166,2025-07-25 18:14:46,surprise,0.8271,51,66.10000000000002,False,False,26,1,App Loading & Facebook Issues,False
c60076c5-e0a5-4a43-a618-22b0d2b4695d,A Google user,Not a Day goes by without me playing my Coin Master! Best Game Ever!,5,1,3.5.2166,2025-07-25 17:32:34,joy,0.636,68,90.95857142857145,False,False,13,1,App Loading & Facebook Issues,False
4f9fd934-366d-4f6a-9898-27aca0648b24,A Google user,I love all of the new stuff that's going on in the game so keep it up,5,3,3.5.2171,2025-07-25 17:19:25,joy,0.6369,69,100.00352941176472,False,False,-1,6,User Experience,False
d1d6035f-5fd7-4836-8791-8a6feabe2cca,A Google user,"Coin Master is so much fun. I love the team aspect of the game, which makes trading cards easy. There are always team events that are a fun way to get free bonuses and spins. I never get bored with this game.",5,0,3.5.2166,2025-07-25 17:16:16,joy,0.9709,208,93.4489285714286,False,False,13,1,App Loading & Facebook Issues,False
c7feb3d5-7de4-45b2-a3f0-567c7692fa6e,A Google user,awesome game I love it,5,0,3.5.2171,2025-07-25 17:13:04,joy,0.8519,22,100.24000000000002,False,False,71,7,Enjoyment of the game,False
6b6b9180-4199-425b-8ec3-ba87b9030da8,A Google user,don't win anything except pride when you bet other people tribes.wish you could earn some real money,4,0,3.5.2150,2025-07-25 16:56:46,sadness,-0.171,100,83.74867647058825,False,True,-1,6,User Experience,False
c0c468fd-cdc4-4c9f-9cc5-3ec7837dca43,A Google user,lovley,5,0,3.5.2160,2025-07-25 16:32:59,neutral,0.0,6,36.62000000000003,False,False,-1,6,User Experience,False
c06e4f22-1fcc-42cd-8fcb-c7257222bf93,A Google user,very addicting in a good way,5,0,3.5.2171,2025-07-25 15:33:15,joy,0.4404,28,73.84500000000001,False,True,22,9,Addiction Concerns,False
651e0b09-89ed-4c1f-b5a1-5f5855ca5d06,A Google user,I enjoy this game very much.,5,0,3.5.2171,2025-07-25 15:30:40,joy,0.4939,28,87.94500000000002,False,False,20,7,Enjoyment of the game,False
b303fd25-3c6e-47b0-b036-f85126706d89,A Google user,Fun to play!,5,0,3.5.2171,2025-07-25 15:21:31,joy,0.7177,12,119.19000000000003,False,False,99,6,User Experience,False
244e6acf-df92-4309-8597-a926cd5e575d,A Google user,so much fun for me.,5,0,3.5.2166,2025-07-25 15:05:30,joy,0.5542,19,117.16000000000003,False,False,50,2,User Appreciation,False
d8b65402-81a9-4c4f-bc72-b4e66790f52f,A Google user,amazing,4,0,3.5.2155,2025-07-25 14:55:35,joy,0.5859,7,-47.97999999999996,False,False,28,8,Positive Feedback,False
4bdd606e-0059-47b7-958e-c81ec8d2595e,A Google user,"I love this game. coin master is wonderful, and awesomeness, still feel this way",5,0,3.5.2171,2025-07-25 14:30:54,joy,0.836,80,84.9157142857143,False,False,13,1,App Loading & Facebook Issues,False
824cf34d-1a80-44f9-9031-13ea3c3b8623,A Google user,it's fun,5,0,,2025-07-25 14:21:25,joy,0.5106,8,120.20500000000001,False,False,34,6,User Experience,False
d2d315cd-4afb-45c1-917e-cbcae8977c35,A Google user,awesome game in the butiefull,5,0,3.5.2166,2025-07-25 13:44:10,joy,0.6249,29,83.32000000000004,False,False,30,5,Positive Game Experience,False
a1b872d7-e896-4498-83f2-51506f9d1fb5,A Google user,This game is always the top game for me,5,2,3.5.2166,2025-07-25 13:40:38,joy,0.2023,39,103.70000000000002,False,False,36,7,Enjoyment of the game,False
6d4445ae-4a4e-4174-b4f1-89fea6d7f320,A Google user,good,5,0,3.5.2166,2025-07-25 13:36:47,neutral,0.4404,4,121.22000000000003,False,False,0,3,Mixed Feelings,False
30fea6ba-dc4f-47be-8b26-bf1944a30818,A Google user,Best,5,0,3.5.2171,2025-07-25 13:19:05,neutral,0.6369,4,121.22000000000003,False,False,61,8,Positive Feedback,False
5936ced7-f8b4-44f7-91a6-55338da0b0b2,A Google user,fun to Play,5,0,3.5.2171,2025-07-25 12:58:08,joy,0.6908,11,119.19000000000003,False,False,52,6,User Experience,False
e99ebbef-d510-4a64-ad4e-1a8dcaab7176,A Google user,nice,5,0,,2025-07-25 12:38:42,neutral,0.4215,4,121.22000000000003,False,False,8,8,Positive Feedback,False
27e142b5-b40a-4e3f-9671-e6506a6565fd,A Google user,is a cool game it takes a little time to progress clerk of Court Villa villages and move out and destroy everything,5,0,3.5.2171,2025-07-25 12:35:29,joy,0.0865,115,69.14136363636365,True,False,21,1,App Loading & Facebook Issues,False
2bfd87f8-fe58-411e-b91d-2de881d9f520,A Google user,love playing the game great fun and best game ever,5,0,,2025-07-25 12:34:50,joy,0.9559,50,95.165,False,False,-1,6,User Experience,False
9249b170-1738-413e-bf49-7ba31fbac7f2,A Google user,fantastic,5,0,3.5.2171,2025-07-25 12:14:04,joy,0.5574,9,-47.97999999999996,False,False,28,8,Positive Feedback,False
39527f13-19e7-4fa4-add7-80b84222ea74,A Google user,well I'm getting up there slowly but surely but I do enjoy the game,5,0,3.5.2166,2025-07-25 12:11:21,joy,0.8658,67,83.85357142857143,False,False,-1,6,User Experience,False
160b0efc-8341-4b94-b8fd-7c7ab1887ba0,A Google user,"What is wrong with this game. 10,000 spins just disappeared from my account. What the hell. Done with the game",1,0,3.5.2166,2025-07-25 12:07:46,anger,-0.8625,110,104.47000000000003,False,False,1,1,App Loading & Facebook Issues,False
7e6d2a1b-445a-4dca-9fd1-245a9145b5eb,A Google user,great so far,5,0,3.5.2166,2025-07-25 12:06:58,joy,0.6249,12,119.19000000000003,False,False,41,2,User Appreciation,False
20a2c53b-9e5b-44e4-85ce-36e0a34fc70c,A Google user,play every day. Wish spins didn't run out so fast sometimes. can't afford too much on spins so it takes a little of the fun away but it's still my favorite game.,5,0,3.5.2171,2025-07-25 11:57:24,surprise,0.8209,161,87.61458333333336,False,True,1,1,App Loading & Facebook Issues,False
b14e1f41-8d12-4f13-ac88-b3aba2d0330c,A Google user,"When you play this game, it will not feel so good in the beginning because of the spin and then it will start feeling good after that.",5,0,,2025-07-25 11:49:35,joy,0.8605,134,79.16333333333336,False,False,1,1,App Loading & Facebook Issues,False
ce34c116-b55e-45da-9b18-b702b21a87b4,A Google user,better than it was in the beginning,3,0,3.5.2171,2025-07-25 11:46:11,joy,0.4404,35,78.87285714285717,False,False,-1,6,User Experience,False
e6748142-11da-4067-969d-27caff0ce495,A Google user,Super,5,1,3.5.2166,2025-07-25 11:43:09,neutral,0.5994,5,36.62000000000003,False,False,42,0,Casual Affirmations,False
64964d3a-c08d-4b40-bb52-1f0d4821198c,A Google user,Love Coin Master,5,0,3.5.2166,2025-07-25 11:36:55,joy,0.6369,16,90.99000000000004,False,False,48,1,App Loading & Facebook Issues,False
040716bb-433c-454d-94f2-cfa2776bcf17,A Google user,fun game. Love playing all the Minny games as well,5,0,3.5.2171,2025-07-25 11:24:06,joy,0.886,50,95.165,False,False,19,6,User Experience,False
ca9009b2-731b-419f-8457-11a42625fee2,A Google user,fun game,5,0,3.5.2171,2025-07-25 11:18:31,joy,0.5106,8,120.20500000000001,False,False,15,6,User Experience,False
804bc1ea-338c-4c5f-9ef7-87d10c16724f,A Google user,I like it a lot,5,0,3.5.2166,2025-07-25 11:11:57,joy,0.3612,15,117.16000000000003,False,False,44,2,User Appreciation,False
6a07599a-f6c8-4f76-b747-d7913911a49a,A Google user,good,5,0,3.5.2166,2025-07-25 11:06:36,neutral,0.4404,4,121.22000000000003,False,False,0,3,Mixed Feelings,False
15ae02fe-1c9d-4126-a531-e9f70212a541,A Google user,favorite game! Best game on Google Play!!,5,0,3.5.2145,2025-07-25 11:06:20,joy,0.8879,41,78.87285714285717,False,False,56,3,Mixed Feelings,False
86ee4861-2ccf-4572-aa93-1f5bc4daf92c,A Google user,good,5,0,3.5.2166,2025-07-25 11:05:02,neutral,0.4404,4,121.22000000000003,False,False,0,3,Mixed Feelings,False
97134503-e270-4ab8-b19d-7880de13ec71,A Google user,awesome,5,0,3.5.2171,2025-07-25 10:45:03,joy,0.6249,7,36.62000000000003,False,False,10,8,Positive Feedback,False
a730a2d8-55c6-4455-b8f5-39b465916b5d,A Google user,Doesn't care about their players. Gives an event that has a consequence of being attacked when you go offline. The players can't take a rest thinking that they'll be left behind with less health. Developers should consider the health of the players and give lighter mechanics to their events.,1,0,,2025-07-25 10:41:13,disgust,-0.7293,292,71.81757653061226,False,False,-1,6,User Experience,False
72199c6b-bad0-434e-9f06-551b7c1e467a,A Google user,fun game to waste time on. I like that there are no ads and the game doesn't crash. The new additions of the side games make it even more fun. Good job.,5,0,,2025-07-25 10:29:56,joy,0.8699,152,100.83333333333336,True,True,27,1,App Loading & Facebook Issues,False
f10c3d7d-8141-4b40-a2c0-886f8638fe0f,A Google user,I'm adding to this game,5,0,3.5.2171,2025-07-25 10:17:18,joy,0.0,23,100.24000000000002,False,True,20,7,Enjoyment of the game,False
4d429b7f-0787-481e-a8c2-61f014cdd9ce,A Google user,what a Great time wasting game. Easily sucks a person into the game.,5,0,3.5.2171,2025-07-25 10:14:34,joy,0.3182,68,83.09903846153848,False,False,5,6,User Experience,False
25576f27-7196-42d9-adfb-10ae197a5c40,A Google user,love the game.,5,0,3.5.2166,2025-07-25 10:06:31,joy,0.6369,14,119.19000000000003,False,False,49,7,Enjoyment of the game,False
843cfcca-ec11-4b02-bf42-9f5f83613bf9,A Google user,I always play with my mom this game is so fun for when your bored,5,0,3.5.2166,2025-07-25 10:04:12,joy,0.6748,65,101.37000000000002,False,False,-1,6,User Experience,False
d83581e4-20ea-4f4c-9d92-2e7b72dd8074,A Google user,nice game,5,0,3.5.2160,2025-07-25 09:59:56,joy,0.4215,9,120.20500000000001,False,False,14,3,Mixed Feelings,False
c414208d-0008-4cd1-aded-f94700399346,A Google user,fun,5,0,3.5.2166,2025-07-25 09:44:22,joy,0.5106,3,121.22000000000003,False,False,2,4,Fun and Quick Experience,False
b3a95048-26eb-4b35-bc87-4cb8dae77eb2,A Google user,the best game ever,5,0,3.5.1080,2025-07-25 09:09:41,joy,0.6369,18,97.025,False,False,36,7,Enjoyment of the game,False
4594e972-169c-43f3-a6eb-3ab30e0e8932,A Google user,Awesome fun game,5,0,3.5.2171,2025-07-25 09:05:01,joy,0.8126,16,90.99000000000004,False,False,19,6,User Experience,False
48fc9824-cf0e-403d-a060-644a860f434f,A Google user,I love this game. there is no ads. it's very addicting,5,0,3.5.2171,2025-07-25 09:02:52,joy,0.4588,54,95.44060606060609,False,True,27,1,App Loading & Facebook Issues,False
4bc8e413-9be6-4d20-8e61-5d0bbf8a8091,A Google user,good,5,0,3.5.2150,2025-07-25 09:02:05,neutral,0.4404,4,121.22000000000003,False,False,0,3,Mixed Feelings,False
4fd13bea-fae6-415c-a05e-300e2fec1d37,A Google user,I love this game I play it daily for over 2 years now. I just wish they would give us more spins and coins especially when we pay money to get extra packages and stuff like that,5,0,3.5.2166,2025-07-25 09:02:00,joy,0.8789,177,85.16560810810812,False,True,1,1,App Loading & Facebook Issues,False
aaf5ee66-8d19-4d30-aed2-16d14f098ada,A Google user,"I love it and it's fun to play, a relaxing game. more events to come.",5,0,3.5.2166,2025-07-25 08:56:53,joy,0.9201,69,97.7025,False,False,26,1,App Loading & Facebook Issues,False
c6f65a39-258c-4752-81d1-8cb84ada903d,A Google user,"we should be able to buy spins with our coins. and in the chest we are able to buy start putting some cards we actually need in them instead of all the old redundant cards. throw some of the new seasons and current ones in there instead of only the first 9 levels soo much. Gonna add to mine, still think you need to be able to buy spins with coins",5,10,3.5.2171,2025-07-25 08:55:02,neutral,0.0,348,83.96241197183102,False,True,1,1,App Loading & Facebook Issues,False
b997eb45-8c39-47cd-bd61-fbf4a3b2dc9b,A Google user,the best game i love it,5,0,3.5.2171,2025-07-25 08:42:00,joy,0.8555,23,116.14500000000001,False,False,36,7,Enjoyment of the game,False
4eda1eee-c8b6-4f5d-8f06-cbf19eb75466,A Google user,10 10 Juan Pablo,5,0,3.5.2171,2025-07-25 08:29:28,neutral,0.0,16,97.025,False,False,18,0,Casual Affirmations,False
2813f972-08b1-4f73-b8a7-73e1fa1f7918,A Google user,I have always loved this game,5,0,3.5.2171,2025-07-25 08:28:29,joy,0.5994,29,102.045,False,False,20,7,Enjoyment of the game,False
ebba365f-6da8-4e0b-aac8-87a117e526c2,A Google user,I dont like that to advance and get perks u have to spend money,2,0,3.5.2166,2025-07-25 08:20:35,sadness,-0.2755,63,95.93928571428573,False,False,9,1,App Loading & Facebook Issues,False
de41798c-6215-42a4-a5cd-d0b03e9c1ffd,A Google user,"decent game, at times feels like a cash grab.",4,0,3.5.2165,2025-07-25 08:00:08,neutral,0.3612,45,103.70000000000002,False,False,9,1,App Loading & Facebook Issues,False
fa52cd81-56df-4adc-be68-ec7fd6483685,A Google user,a lot of fun,5,0,3.5.2171,2025-07-25 07:59:19,joy,0.5106,12,118.17500000000001,False,False,45,4,Fun and Quick Experience,False
1e4694c9-baed-4008-8b67-f952eb35b1f9,A Google user,Love it,5,0,3.5.2160,2025-07-25 07:41:52,neutral,0.6369,7,120.20500000000001,False,False,3,2,User Appreciation,False
4124bb14-0f87-4e22-80d4-1f98b11c1479,A Google user,Great game,5,0,3.5.2166,2025-07-25 07:39:43,joy,0.6249,10,120.20500000000001,False,False,4,5,Positive Game Experience,False
8c72bc1c-9012-4932-ac5f-4ec5fd4179ca,A Google user,good game,5,0,3.5.2166,2025-07-25 07:36:57,joy,0.4404,9,120.20500000000001,False,False,12,5,Positive Game Experience,False
39c642c0-3d09-41a3-b027-023df0d27ba6,A Google user,wife loves it too much lol I was just wondering if it's taking the world over lolol,5,0,3.5.2166,2025-07-25 07:36:39,surprise,0.7579,83,85.07411764705884,False,False,-1,6,User Experience,False
47837193-8006-4632-8485-de33f99eb453,A Google user,amazing,5,0,3.5.2171,2025-07-25 07:35:03,joy,0.5859,7,-47.97999999999996,False,False,28,8,Positive Feedback,False
2e2ce274-ce75-42e7-854c-c36bc7a95e58,A Google user,I enjoy the game and free gifts to keep me going in play.,5,0,3.5.2166,2025-07-25 07:25:03,joy,0.836,57,96.02461538461542,False,False,40,6,User Experience,False
d1fd7cc8-8ab5-4ef4-aa58-b5e4a2b8b747,A Google user,great,5,0,3.5.2171,2025-07-25 07:09:53,joy,0.6249,5,121.22000000000003,False,False,11,8,Positive Feedback,False
5c5b0666-65ca-4c15-88ff-a3c14f396bd1,A Google user,"Way too many pop ups, to the point where it's annoying, other than that it a cool little game",3,0,3.5.2171,2025-07-25 07:08:19,joy,-0.1027,93,80.68684210526318,False,False,39,0,Casual Affirmations,False
ef4cf04f-8264-4767-8fed-bce051647c94,A Google user,My day is not complete without my coin master!!!,5,0,3.5.2166,2025-07-25 06:40:26,sadness,0.0,48,84.90000000000003,False,False,48,1,App Loading & Facebook Issues,False
4bc37fc8-c8bb-46e4-8356-4afeb6a1afb4,A Google user,third class game i am finishing i level 9 in team work then also didn't receiving jokar card i am trying to reaching to them but they didn't respond too. they only want that you guys to purchase from them store so that they can earn money from us. i have screenshots this time.,1,0,3.5.2166,2025-07-25 06:32:17,sadness,0.2144,277,80.46500000000002,False,False,-1,6,User Experience,False
5f1c5b19-78de-4085-9b56-972f0deefc10,A Google user,i love this game !,5,0,3.5.2166,2025-07-25 06:30:56,joy,0.6696,18,118.17500000000001,False,False,51,7,Enjoyment of the game,False
f0c77c59-a3a0-45b8-a78e-a25ac7686f35,A Google user,"Game needs a little bit extra stuff.Added to it, but other than that, it's ready.And to be honest, I like the game.Need company purchase",5,0,3.5.2166,2025-07-25 06:27:53,joy,0.8271,136,87.94500000000002,False,True,9,1,App Loading & Facebook Issues,False
3b9e0f3a-9bf9-4880-ba8f-592f15397a2d,A Google user,best damn game period,5,0,3.5.2171,2025-07-25 05:59:55,anger,0.3612,21,75.87500000000001,False,False,36,7,Enjoyment of the game,False
22d69154-e237-4715-a998-a31d94e79397,A Google user,excellent,5,0,3.5.2160,2025-07-25 05:45:43,joy,0.5719,9,-47.97999999999996,False,False,46,8,Positive Feedback,False
e54acea5-3cc7-4533-bfd4-39cb6a48d01f,A Google user,it's amazing game,5,0,3.5.2166,2025-07-25 05:39:11,joy,0.5859,17,62.79000000000002,False,False,60,3,Mixed Feelings,False
78aa4887-a0f6-41a2-a66d-843d6f81ef8d,A Google user,Great time playing this game! Highly recommend it.,5,0,3.5.2171,2025-07-25 05:25:23,joy,0.8395,50,75.87500000000001,False,False,32,7,Enjoyment of the game,False
6393d6e0-f0b7-4867-b3c2-4f9cbde1e0bf,A Google user,best game ever. love it play it every day.,5,0,,2025-07-25 05:17:58,neutral,0.8957,42,89.46750000000003,False,False,36,7,Enjoyment of the game,False
28e66679-62c9-408f-b8ee-adcb53cfa16e,A Google user,love these game.,5,0,3.5.2171,2025-07-25 05:09:48,joy,0.6369,16,119.19000000000003,False,False,17,7,Enjoyment of the game,False
71f16e0b-0fd8-46e8-a4ca-e9811723d4bc,A Google user,it's ok rite now,3,0,3.5.2166,2025-07-25 05:08:37,neutral,0.296,16,97.025,False,False,68,0,Casual Affirmations,False
a9312c5c-d19d-4bd0-9bdf-bd528339f0ff,A Google user,nice,5,0,,2025-07-25 05:05:27,neutral,0.4215,4,121.22000000000003,False,False,8,8,Positive Feedback,False
79a16a91-eb31-4af4-bcd3-2b7904e8adf1,A Google user,perfect entertaining,5,0,3.5.2166,2025-07-25 04:39:16,joy,0.765,20,-48.994999999999976,False,False,92,4,Fun and Quick Experience,False
118b76dd-ff84-4acf-9f36-8e419c3e1c7f,A Google user,Awesome,5,0,3.5.2160,2025-07-25 04:33:14,joy,0.6249,7,36.62000000000003,False,False,10,8,Positive Feedback,False
31a1eec7-11a8-40a3-a130-5395b0e2eb7f,A Google user,fun,5,0,3.5.2171,2025-07-25 04:30:55,joy,0.5106,3,121.22000000000003,False,False,2,4,Fun and Quick Experience,False
b3c32fa2-1dd4-4304-8b23-088f352f9b20,A Google user,Engaging,5,0,3.5.2166,2025-07-25 04:22:11,neutral,0.34,8,-47.97999999999996,False,False,-1,6,User Experience,False
2808709d-463f-4575-a79f-cd5832ad2bf7,A Google user,Awesome,5,0,3.5.2160,2025-07-25 04:15:10,joy,0.6249,7,36.62000000000003,False,False,10,8,Positive Feedback,False
fa7846de-4e7e-4254-9708-e65d0053182d,A Google user,I made 30 cents and I played a long period of time???,3,0,3.5.2171,2025-07-25 04:13:36,surprise,0.4479,53,95.955,False,False,9,1,App Loading & Facebook Issues,False
58edffc4-2001-4613-b62c-6722c6fd7992,A Google user,Nice,5,0,3.5.2171,2025-07-25 04:08:52,neutral,0.4215,4,121.22000000000003,False,False,8,8,Positive Feedback,False
619a38e4-2bd1-4438-b020-9c8f38e4edb6,A Google user,great fun,5,0,3.5.2171,2025-07-25 04:00:10,joy,0.8126,9,120.20500000000001,False,False,59,4,Fun and Quick Experience,False
0ecddebe-1562-4767-9bf7-5557bf63eb76,A Google user,"love this game but hard to get more spins, why is so hard to get free spins but still love this game",5,0,3.5.2160,2025-07-25 03:57:11,sadness,0.899,100,99.905,False,False,1,1,App Loading & Facebook Issues,False
f8bb70f6-132a-48e1-87f2-ab3983619ec4,A Google user,"I'm sorry, but this game is really starting to get boring. the higher level that we get, the harder it is to reap any of the rewards, or to get any of the things that we need to get our rewards.. growing the plants, it's stupid and hatching. The lizards is stupid because we can't never get the points in order to do them. you need better games to make this more exciting and up our reward's a little bit better, if we were getting the rewards, we'd be a lot happier and play the game A lot more",2,20,3.5.2171,2025-07-25 03:49:57,sadness,0.9717,495,75.64709090909092,False,False,81,1,App Loading & Facebook Issues,False
32137e23-fc86-4c58-8a76-8b4bbb3cac1c,A Google user,love this game,5,0,,2025-07-25 03:44:40,joy,0.6369,14,119.19000000000003,False,False,17,7,Enjoyment of the game,False
554718f0-eb79-474c-8851-22d4ee34633b,A Google user,awesome game.actually my favorite.I wish I had more spare time to play more,5,0,3.5.2155,2025-07-25 03:36:19,joy,0.8481,75,76.59134615384617,False,True,6,9,Addiction Concerns,False
89ba3b9b-a60f-4019-abd6-4948b9064fed,A Google user,very fun game to play especially with FB friends,5,0,3.5.2166,2025-07-25 03:27:49,joy,0.854,48,84.90000000000003,False,False,-1,6,User Experience,False
e4efd4ea-5873-429e-8692-d749e7935392,A Google user,Great game to play,5,0,3.5.2171,2025-07-25 03:20:23,joy,0.7579,18,118.17500000000001,False,False,72,3,Mixed Feelings,False
3cd1f84a-16d3-4ca6-9a2a-55450b41d338,A Google user,great game always,5,0,3.5.2160,2025-07-25 03:11:59,joy,0.6249,17,90.99000000000004,False,False,4,5,Positive Game Experience,False
91046cda-8f65-4316-9c57-acce6dda7cab,A Google user,Fun and fast pace.,5,0,3.5.2171,2025-07-25 03:08:08,joy,0.5106,18,118.17500000000001,False,False,43,4,Fun and Quick Experience,False
