merged_topic_label,anger,disgust,fear,joy,neutral,sadness,surprise
account login issues,0.0006,0.0002,0.0,0.0,0.0016,0.003,0.0008
achievement recognition issues,0.0002,0.0,0.0,0.0,0.0004,0.0018,0.0
app crashing issues,0.0002,0.0002,0.0,0.0,0.0008,0.0044,0.0006
app download issues,0.0,0.0004,0.0,0.0,0.0006,0.0028,0.0002
app purchase and pricing,0.0002,0.0,0.0,0.005,0.0012,0.002,0.0006
app rating and features,0.0,0.0,0.0002,0.0018,0.0024,0.0,0.0004
appreciation for mojang games,0.0,0.0,0.0,0.001,0.0006,0.0,0.0004
average gaming experience,0.0,0.0002,0.0002,0.0,0.0036,0.0,0.0002
best game ever,0.0004,0.0,0.0002,0.0058,0.0018,0.0,0.0002
best game ever played,0.0,0.0,0.0002,0.0084,0.001,0.0002,0.001
best game praise,0.0,0.0,0.0,0.0054,0.016,0.0,0.0016
best game reviews,0.0,0.0,0.0,0.0038,0.0002,0.0,0.0002
beta version issues,0.0002,0.0004,0.0,0.0008,0.0022,0.0048,0.0008
bug issues & controls,0.0002,0.0002,0.0,0.0006,0.0084,0.0018,0.0008
children's creative game,0.0,0.0,0.0,0.0022,0.0006,0.0002,0.0
creative building games,0.0,0.0002,0.0004,0.008,0.0034,0.0004,0.0002
data transfer/backup options,0.0002,0.0004,0.0002,0.0002,0.0028,0.0016,0.0004
demand for game updates,0.0002,0.0004,0.0,0.004,0.0054,0.003,0.0012
download issues,0.0,0.0002,0.0,0.0,0.0024,0.0048,0.0008
emotional gaming experience,0.0002,0.0,0.0,0.001,0.0006,0.0004,0.0
endless creativity and exploration,0.0,0.0,0.0002,0.0024,0.0014,0.0002,0.0
favorite game praise,0.0,0.0,0.0,0.0096,0.0004,0.0002,0.0002
favorite minecraft experiences,0.0,0.0,0.0,0.0032,0.0,0.0,0.0
free add-ons and features,0.0002,0.0002,0.0002,0.0024,0.0008,0.0004,0.0004
fun experience,0.0,0.0,0.0,0.004,0.0,0.0002,0.0002
game appreciation,0.0002,0.0,0.0,0.0026,0.0,0.0,0.0
game enhancements and additions,0.0,0.0002,0.0002,0.002,0.0008,0.0004,0.0004
game performance issues,0.0004,0.0006,0.0006,0.001,0.006,0.0062,0.0004
game praise and terminology,0.0,0.0002,0.0,0.0,0.0024,0.0,0.0004
game quality opinions,0.0002,0.0004,0.0,0.0036,0.0128,0.0,0.0016
game quality reviews,0.0004,0.0,0.0,0.0118,0.0048,0.0,0.0024
game reviews,0.0,0.0004,0.0,0.0004,0.0018,0.0,0.0002
good game reviews,0.0,0.0,0.0,0.0092,0.0002,0.0,0.0004
good survival game,0.0,0.0002,0.0,0.005,0.0006,0.0002,0.0002
hindi language reviews,0.0,0.0002,0.0004,0.005,0.0128,0.0016,0.0004
ineffable appreciation,0.0,0.0,0.0,0.001,0.0016,0.0006,0.0008
installation issues,0.0006,0.0004,0.0,0.0,0.0032,0.012,0.0014
issues with purchased content,0.0002,0.0002,0.0,0.0,0.0006,0.001,0.0002
login issues,0.0002,0.0004,0.0,0.0004,0.0008,0.0008,0.0002
login issues and errors,0.0006,0.0,0.0,0.0002,0.0016,0.0022,0.0004
long-term gameplay enjoyment,0.0,0.0,0.0,0.002,0.0006,0.0,0.0002
lost/deleted game worlds,0.0004,0.0,0.0,0.0004,0.0028,0.0038,0.002
love for game,0.0,0.0,0.0002,0.0026,0.0002,0.0,0.0
minecraft appreciation,0.0,0.0,0.0,0.0016,0.0018,0.0006,0.0002
minecraft game reviews,0.0,0.0,0.0,0.0024,0.0054,0.0006,0.0012
mob voting and updates,0.0004,0.0002,0.0,0.001,0.0012,0.0002,0.0004
multiplayer server issues,0.0,0.0002,0.0,0.001,0.0012,0.0006,0.0
nostalgic childhood games,0.0,0.0,0.0,0.0012,0.001,0.0,0.0
performance and optimization issues,0.0,0.0002,0.0,0.0,0.0008,0.0018,0.0004
playing with friends,0.0002,0.0002,0.0002,0.011,0.0016,0.0006,0.0004
positive app feedback,0.0,0.0,0.0,0.0018,0.0004,0.0,0.0
positive emojis feedback,0.0,0.0002,0.0,0.0016,0.016,0.0,0.0004
positive emotions/ love for app,0.0006,0.0,0.0002,0.0058,0.0036,0.0002,0.0006
positive emotions/reactions,0.0,0.0,0.0,0.005,0.001,0.0,0.0
positive feedback,0.0,0.0002,0.0002,0.0132,0.0144,0.0004,0.0016
positive game reviews,0.0004,0.0,0.0,0.0188,0.0026,0.0008,0.0014
positive praise,0.0,0.0002,0.0,0.0016,0.0008,0.0,0.0008
positive reactions,0.0,0.0,0.0,0.0008,0.0102,0.0,0.0004
praise for game quality,0.0,0.0,0.0,0.001,0.002,0.0,0.0004
quality evaluation,0.0,0.0004,0.0,0.0066,0.0016,0.0004,0.0002
rating and review conditions,0.0,0.0,0.0,0.0028,0.001,0.0,0.0008
realm creation issues,0.0002,0.0,0.0,0.0,0.002,0.001,0.0004
request for copper golem update,0.0002,0.0002,0.0002,0.0026,0.0094,0.0016,0.0026
request for minecraft voice chat,0.0,0.0,0.0,0.001,0.0048,0.0002,0.0
request for voice chat feature,0.0,0.0,0.0,0.0,0.0078,0.0,0.0
requesting refunds,0.0008,0.0,0.0,0.0,0.0012,0.0028,0.0
sandbox game experience,0.0,0.0,0.0,0.0014,0.0006,0.0004,0.0
server connection issues,0.001,0.0,0.0004,0.0012,0.0052,0.0122,0.0012
skin import issues,0.0014,0.0004,0.0,0.0012,0.0026,0.0022,0.001
survival game experience,0.0,0.0,0.0,0.0014,0.0006,0.0,0.0002
unlimited creativity,0.0,0.0,0.0,0.0042,0.0032,0.0,0.0002
very good game reviews,0.0,0.0,0.0,0.0038,0.0,0.0,0.0
vibrant visuals optimization,0.0002,0.0,0.0,0.002,0.0044,0.0026,0.0002
voice chat feature requests,0.0,0.0,0.0002,0.001,0.003,0.0006,0.0004
