merged_topic_label,anger,disgust,fear,joy,neutral,sadness,surprise
enjoyable gameplay,0.0,0.0,0.0,0.0088,0.0,0.0,0.0
enjoyable gaming experience,0.0,0.0,0.0002,0.009,0.0002,0.0,0.0
enjoying the app,0.0,0.0,0.0,0.003,0.0002,0.0,0.0
enjoying the game,0.0,0.0,0.0,0.0024,0.0,0.0,0.0
enjoyment and entertainment,0.0,0.0,0.0,0.0082,0.0014,0.0,0.0004
entertainment quality,0.0,0.0,0.0,0.0016,0.0018,0.0002,0.0
excellent reviews,0.0,0.0,0.0,0.001,0.0024,0.0,0.0
exciting and engaging fun,0.0,0.0,0.0,0.003,0.001,0.0,0.0
farm heroes saga game,0.0004,0.0,0.0002,0.01,0.004,0.0012,0.0008
farming game experience,0.0,0.0002,0.0,0.0012,0.0008,0.0002,0.0
favorite game praise,0.0,0.0,0.0,0.0036,0.0034,0.0,0.0002
favorite games,0.0,0.0,0.0,0.0024,0.0004,0.0,0.0
fun and challenging gameplay,0.0,0.0,0.0,0.0066,0.0002,0.0002,0.0
fun game experience,0.0,0.0,0.0,0.0078,0.0004,0.0,0.0
fun gameplay experience,0.0,0.0,0.0,0.0062,0.0016,0.0,0.0
game addiction,0.0004,0.0,0.0,0.0076,0.0018,0.0,0.0006
game appreciation and enjoyment,0.0,0.0,0.0,0.0022,0.0,0.0,0.0
game difficulty/levels,0.0018,0.0006,0.0006,0.016,0.0098,0.0064,0.0022
game freezing issues,0.0002,0.0,0.0,0.0004,0.001,0.0014,0.0002
game issues and data usage,0.0002,0.0,0.0,0.0012,0.0006,0.001,0.0002
game lives issues,0.0002,0.0,0.0002,0.0,0.0002,0.0016,0.0002
game love/appreciation,0.0,0.0,0.0,0.0082,0.0004,0.0,0.0
gold bars purchase issues,0.0004,0.0,0.0002,0.0018,0.0028,0.0024,0.0002
good game reviews,0.0,0.0,0.0,0.0156,0.0014,0.0002,0.0
great gaming experience,0.0,0.0,0.0,0.0014,0.0006,0.0,0.0004
high praise/exceptional quality,0.0,0.0,0.0,0.0018,0.004,0.0,0.0004
highly recommended game,0.0,0.0,0.0,0.004,0.0002,0.0002,0.0002
highly recommended games,0.0,0.0,0.0,0.0034,0.0002,0.0,0.0002
in-app purchase issues,0.0008,0.0002,0.0,0.0002,0.0006,0.0016,0.0002
interesting games,0.0,0.0002,0.0,0.0004,0.0014,0.0,0.0
intrusive temu ads,0.001,0.0,0.0002,0.0004,0.0002,0.0008,0.0002
king games feedback,0.0004,0.0006,0.0,0.0014,0.0008,0.0002,0.0004
long-term game love,0.0,0.0,0.0,0.002,0.0002,0.0,0.0
love for game,0.0,0.0,0.0,0.0098,0.0004,0.0,0.0
loving the game,0.0,0.0,0.0,0.004,0.0004,0.0,0.0
magic beans usage and issues,0.0002,0.0004,0.0002,0.0012,0.003,0.002,0.0006
mind relaxing games,0.0,0.0,0.0,0.0034,0.0006,0.0,0.0002
mixed game reviews,0.0,0.0006,0.0,0.0048,0.0,0.0002,0.0002
mobile game transition,0.0006,0.0,0.0,0.0016,0.0006,0.0006,0.0006
nice game reviews,0.0,0.0,0.0,0.014,0.0008,0.0,0.0
positive affection,0.0,0.0,0.0,0.0048,0.0,0.0,0.0
positive app experience,0.0,0.0,0.0,0.0044,0.0024,0.0002,0.0004
positive app feedback,0.0,0.0,0.0,0.016,0.019,0.0004,0.0002
positive approval,0.0,0.0,0.0,0.0028,0.0014,0.0,0.0
positive emotions,0.0,0.0002,0.0,0.0032,0.001,0.0,0.001
positive exclamations,0.0,0.0,0.0,0.0006,0.0002,0.0,0.005
positive feedback,0.0004,0.0006,0.0,0.0238,0.0696,0.0002,0.0024
positive feedback/reactions,0.0,0.0,0.0,0.003,0.0182,0.0,0.0002
positive game reviews,0.0002,0.0006,0.0004,0.0516,0.0134,0.0006,0.001
positive initial impressions,0.0,0.0,0.0,0.0022,0.0006,0.0,0.0002
praise for game quality,0.0,0.0,0.0,0.0036,0.002,0.0,0.0004
rating satisfaction,0.0004,0.0002,0.0002,0.0014,0.0012,0.0006,0.0002
relaxation and comfort,0.0002,0.0,0.0,0.0024,0.0044,0.0,0.0
relaxing entertainment,0.0,0.0,0.0,0.005,0.0,0.0,0.0
relaxing game experience,0.0002,0.0,0.0,0.009,0.0002,0.0,0.0
returning players,0.0,0.0,0.0,0.0128,0.0052,0.0016,0.0002
satisfaction level,0.0,0.0006,0.0,0.0042,0.0036,0.0004,0.0
sound effects appreciation,0.0,0.0002,0.0,0.0018,0.0002,0.0,0.0
stopping/resuming gameplay,0.0,0.0,0.0,0.001,0.0006,0.0004,0.0002
stress relief,0.0004,0.0002,0.0,0.002,0.0008,0.0006,0.0
stress relief games,0.0,0.0,0.0002,0.0024,0.0006,0.0002,0.0002
super game appreciation,0.0,0.0,0.0,0.0006,0.0004,0.0,0.0014
super praise,0.0,0.0,0.0,0.0004,0.0056,0.0,0.0004
time killing games,0.0,0.0,0.0,0.004,0.003,0.0002,0.0006
