id,user,text,rating,likes,app_version,date,emotion,vader_sentiment,readability,text_length,contains_bug_keywords,contains_request_keywords,topic,merged_topic,merged_topic_label,pain_point
49db35fd-8367-4cd4-a2cf-8de4bbad0e81,A Google user,What's wrong with this game when ever I try to play it says you are not connected to internet.,2,2,1.69.0,2024-12-12 00:16:33,neutral,-0.1779,80.68684210526318,94,False,False,9,0,Gameplay Access Issues,True
eddd108e-4c79-4105-ba09-60496b1ae15f,A Google user,great game doesnt the gym not work anymore,4,0,1.24.0,2024-12-03 20:54:55,sadness,0.6249,82.39000000000001,42,False,False,-1,7,Other,False
b5bdfdbc-2681-4688-af96-bd149c4668cf,A Google user,Tried to play multiple times. Keeps telling me I'm not able to connect to server for updates and only let's me close. I'm on my wifi and actual phone data. Same thing. Wanted to return. Can't.,1,2,1.61.2,2024-11-29 12:49:52,sadness,0.34,80.20000000000003,192,False,False,-1,7,Other,False
8dff280d-8e89-4193-884e-37609e481902,A Google user,Not download,4,0,1.69.0,2024-11-28 02:37:07,neutral,0.0,77.90500000000002,12,False,False,-1,7,Other,False
5c2e53c8-a5d4-4bd3-ab59-7b46e29d304b,A Google user,"Hey I love this game I just learned that it was shutdown, please bring it back, it's a pretty good game Update : I still haven't found any game that I enjoyed as much as this game",5,11,1.69.0,2024-11-26 08:15:38,joy,0.9423,71.59500000000001,179,False,True,0,7,Other,False
ff24270e-ae94-4e08-9cc5-bd103d9bc1c1,A Google user,Very good game. i love it. Pls. Comeback,5,1,1.69.0,2024-11-25 22:08:49,joy,0.8268,97.025,40,False,False,61,6,Positive Game Feedback,False
aab08b25-f02b-4a02-a249-312e4f8e3a93,A Google user,come back.,5,0,,2024-11-23 07:07:58,neutral,0.0,120.20500000000001,10,False,False,3,7,Other,False
8edb7169-9501-4afe-9081-59f0e851a12a,A Google user,To. Ad I can't long in any more,5,0,,2024-11-23 00:45:31,sadness,0.0,103.54,31,False,False,91,0,Gameplay Access Issues,True
67256f86-a699-4472-8578-b19210e269da,A Google user,Can you guys please bring this game back this is the only best game I know please bring it back to me nexon please,5,4,1.60.0,2024-11-19 04:13:55,neutral,0.8779,90.82500000000003,114,False,True,15,2,Game Nostalgia,False
7c98b597-74ca-489a-aee1-1c2819014f18,A Google user,The game won't open. It just says something about my internet connection which i tested on other games and works just fine.,1,2,1.69.0,2024-11-18 07:05:32,neutral,0.2023,76.46090909090911,123,False,False,108,0,Gameplay Access Issues,True
dd443aed-a6c4-46cb-81d3-78d8314ec268,A Google user,No longer works,1,0,1.69.0,2024-11-17 03:33:51,sadness,-0.296,90.99000000000004,15,False,False,67,0,Gameplay Access Issues,True
b13e24a9-40a9-409b-b532-212b71e2e2c5,A Google user,Wonderful,3,0,,2024-11-16 07:29:27,surprise,0.5719,-47.97999999999996,9,False,False,52,4,Positive Feedback,False
612e7607-7cc3-4a77-a585-d5213794a957,A Google user,"Please come back, I'm begging",5,4,1.69.0,2024-11-09 05:28:53,sadness,0.3182,100.24000000000002,29,False,True,3,7,Other,False
151ba76f-3625-4745-8e93-c80ce9500c0e,A Google user,Worst,1,0,,2024-11-07 19:04:26,disgust,-0.6249,121.22000000000003,5,False,False,20,4,Positive Feedback,False
6e61168b-6c4f-43a5-bb84-86d49e5308df,A Google user,"Awesome game play, good graphics & good story line.... Pls bring back the game😥",5,5,1.69.0,2024-11-06 10:45:31,joy,0.8248,96.11442307692309,79,False,False,95,8,Impressive Graphics,False
99d8f665-271e-482d-9815-7a6904cb610d,A Google user,It's not working,4,0,1.69.0,2024-10-29 03:34:33,sadness,0.0,90.99000000000004,16,False,False,67,0,Gameplay Access Issues,True
edc44a73-48ce-441f-bcf1-f7f5ba9bbcb2,A Google user,very good,5,0,,2024-10-28 22:44:32,joy,0.4927,77.90500000000002,9,False,False,68,5,Enjoyable Experience,False
6fad98ff-72e5-458c-9918-30b1edcd1716,A Google user,"Please, I wanna know if the game server has been shut down, and if""yes"" will there be any hope of it been opened?...",1,4,1.69.0,2024-10-27 18:43:24,neutral,0.6369,84.17695652173914,116,False,True,0,7,Other,False
d4096baf-8361-4a78-8ac4-1b3b70a2620a,A Google user,"I'm not entered the game,,why?? My connection is good,,i connected wifi,,but the game showed me my internet connection is not connected.! I check my wifi connection,, all good,,but why i not entered the game? Plz fix it",2,0,1.69.0,2024-10-26 18:38:54,surprise,0.2805,71.68949324324328,219,False,False,-1,7,Other,False
ddfb4e55-4bb5-4928-8ad9-5870b3b929e9,A Google user,"hope the game will arise again, no game can compare this good game",5,2,1.59.1,2024-10-24 18:07:44,neutral,0.6218,89.51692307692309,66,False,False,3,7,Other,False
f82f8b54-1a12-4725-bde9-2129e033d597,A Google user,"Fun game, it's just too repetitive for me",5,0,,2024-10-22 09:47:56,joy,0.3182,82.39000000000001,41,False,False,51,2,Game Nostalgia,False
989d1215-941d-46f8-b346-b98fccf18309,A Google user,"I played this back when it first released. But, it was honestly a pay to win. I think I had put +$200 into it. I would beat everyone in duels. Glad I stopped because I was a problem.",4,2,,2024-10-20 13:29:57,neutral,0.8555,94.48415789473685,182,False,False,96,7,Other,False
ac3f70a3-072e-4c1f-b805-5c6bec437fb8,A Google user,I use to play this game in my old Samsung phone (J7 prime) I love it very much infact this is best RPG game in android but I have mid level gaming phone now but unfortunately I can't abel to play this is very very sad and disappointing moment for me. asking nexon why you guys stopped this game and I'm very confused why a GOAT RGP have been stopped it doesn't make any sense come guys I'm even ready to learn coding if guys need resource to make live this game again. Come Nexon,5,0,1.69.0,2024-10-19 13:07:24,sadness,-0.936,48.19723684210527,479,False,False,15,2,Game Nostalgia,False
fc3a4181-f00d-46b7-9166-8ec2f69acf75,A Google user,Hey how long can't play this game..??? Hurmmm,5,0,1.61.1,2024-10-17 13:06:51,surprise,-0.3769,92.965,45,False,False,-1,7,Other,False
4803cdb7-c6cd-47c7-b9dc-a7a4a2ad3c12,A Google user,"Sometimes the top options on the main menu will vanish. And i glitched into a wall trying to one of my skills to load before entering the next wave.. Please fix....**EDIT** I can't even play it now. It thinks my internet is off?? I. Not sure what or why it thinks that. Clearly it's on, and working???",1,0,1.1.2,2024-10-13 12:53:40,surprise,0.5806,90.32934210526317,301,True,True,9,0,Gameplay Access Issues,True
949535cf-f2b6-450a-a944-dfd2e44b7594,A Google user,It's not working even upgrade many times...,1,0,,2024-10-13 11:10:45,neutral,0.0,66.7871428571429,43,False,False,67,0,Gameplay Access Issues,True
60696622-9909-4ef5-b2a2-7c01a3a5bc90,A Google user,"I can not go into the game. I used to lovd playing this game but now it keeps saying ""you cannot connect to the version server with your internet disabled. Please check your internet settings"" please help. I have good mobile coverage all the time. Please please help",3,0,1.69.0,2024-10-10 08:17:41,sadness,0.9724,82.52850000000001,266,False,True,11,9,Server Connection Issues,True
7ffc3f71-423a-4f33-9cff-69aac01bc3a2,A Google user,Why the game isn't working anymore,1,0,1.69.0,2024-10-08 08:14:12,sadness,0.0,59.745000000000005,34,False,False,79,0,Gameplay Access Issues,True
bf5e9c70-aaae-4c09-bbe7-1c04fff9d9ca,A Google user,Is this even working?? cuz i can not even enter in the game,1,1,1.69.0,2024-10-06 13:25:16,surprise,0.0,89.6067307692308,59,False,False,-1,7,Other,False
2de97d9e-d0a6-4bc0-a25f-daf167ab2864,A Google user,"Can yall bring the game back, PLEASE?!?!!??",5,3,,2024-10-05 18:53:28,surprise,0.7067,115.13000000000002,43,False,True,3,7,Other,False
beaee583-79b0-42d8-bf70-495515ce5266,A Google user,Please open the game server #Nixon we love this game Don't remove darkness rises 😭😭😭😥😢💔💔,5,4,1.69.0,2024-10-04 03:46:46,fear,-0.1606,71.76785714285715,88,False,True,6,2,Game Nostalgia,False
f143dfb1-1e98-4033-8dc3-3f54bfbb4be5,A Google user,"I want to play tones have again, But after shutdown this game is now lost . 🥺 Please bring this game back it was awesome to play",5,4,1.55.0,2024-10-02 23:09:07,sadness,0.891,96.01150000000003,128,False,True,-1,7,Other,False
4ecb494b-e106-4bc5-8f38-fee3ffeb1760,A Google user,BRING THIS BACK!!,5,4,,2024-09-25 06:02:54,neutral,0.0,119.19000000000003,17,False,False,3,7,Other,False
db185303-38e2-4f3c-ae1f-27146a9ccf28,A Google user,I wanted to play this game again but it keeps saying am not connected to the internet I hope you guys didn't shut down the server this game is so good 😢,5,2,,2024-09-25 03:00:10,sadness,0.7265,66.20870967741936,152,False,False,11,9,Server Connection Issues,True
bce730bc-fc00-4426-8902-e1c7cbe193df,A Google user,The game is super good,5,1,,2024-09-23 01:02:55,joy,0.7783,100.24000000000002,22,False,False,85,2,Game Nostalgia,False
33bcf6c8-c515-46bf-8b06-11c09bf8011c,A Google user,"My game is not loading!!! It says because of my wifi being disabled, but my wifi is on. I really miss playing this game. I bought a laptop just for this game and now I can't even play.",2,3,1.69.0,2024-09-23 00:15:51,sadness,-0.4857,88.10302631578948,184,False,False,66,0,Gameplay Access Issues,True
d78b56ef-1bd5-441c-921c-e0b79b326a7b,A Google user,I keep getting the error of internet not being connected,1,1,,2024-09-22 21:26:12,sadness,-0.4019,52.86500000000001,56,True,False,83,9,Server Connection Issues,True
c8191b47-7ccd-4de7-b6f9-c20ea8c0f7f1,A Google user,"It tells me i don t have internet on. What happened with this game? I loved it, here I am coming back after years to find it totally broken 😅",1,2,1.69.0,2024-09-20 16:25:47,sadness,0.5082,89.08540229885058,141,True,False,9,0,Gameplay Access Issues,True
13b6e916-5197-4b95-85ba-a90221afcb5e,A Google user,This game not working for indian server 😔,4,0,1.61.1,2024-09-18 10:48:11,sadness,0.0772,66.7871428571429,41,False,False,55,7,Other,False
f2ce9337-c081-4c71-8eee-7eab67b1b19b,A Google user,As soon as I finally find the game I find out it shut down😭 this game was my childhood,5,3,1.69.0,2024-09-17 12:48:22,sadness,-0.4767,89.5921052631579,86,False,False,0,7,Other,False
60bd5b9b-9e1b-4d6f-9a78-56849ce77b5d,A Google user,R.I.P,5,1,,2024-09-13 14:29:28,neutral,0.0,121.22000000000003,5,False,False,92,3,Game Enthusiasm,False
4842387c-c455-4213-8d9a-61cae4600925,A Google user,I wish they bring this game back man edit: idk why they would delete one of the best games they(NEXON) every created it has a higher rating than blue archive,5,5,1.69.0,2024-09-11 11:00:10,sadness,0.8176,63.585000000000036,157,False,False,-1,7,Other,False
388bc9ba-5cff-41bd-af9b-7ee6f0a66171,A Google user,Finally able to play...but why shut down,5,1,1.52.1,2024-09-09 14:02:52,sadness,0.0,70.33964285714288,40,False,False,0,7,Other,False
6aacadd0-aed8-48ac-ad8e-5e2c9863f912,A Google user,Greatest game in my life but i'm so sad that the servers have closed,5,1,,2024-09-08 04:16:28,sadness,-0.5976,95.93928571428573,68,False,False,0,7,Other,False
02e20131-e9fb-4917-81cd-fa27495d62ea,A Google user,I can't play this game no more 1 star for it,1,0,1.69.0,2024-09-05 11:42:05,sadness,-0.5,111.07000000000002,44,False,False,42,7,Other,False
