merged_topic_label,anger,disgust,fear,joy,neutral,sadness,surprise
nonsensical/unintelligible reviews,0.0002,0.0,0.0002,0.0,0.0026,0.0002,0.0
parent and kids app enjoyment,0.0,0.0002,0.0,0.003,0.0,0.0,0.0
positive affection,0.0,0.0,0.0002,0.004,0.0,0.0,0.0
positive app experience,0.0,0.0,0.0,0.0038,0.0008,0.0,0.0
positive app feedback,0.0,0.0,0.0,0.0088,0.0006,0.0,0.0026
positive app reviews,0.0,0.0,0.0,0.0062,0.0026,0.0,0.002
positive entertainment reviews,0.0,0.0,0.0,0.0048,0.0004,0.0,0.0
positive feedback,0.0004,0.0004,0.0,0.0248,0.03,0.0,0.0034
positive feedback/appreciation,0.0,0.0,0.0,0.0036,0.0004,0.0,0.0
positive game reviews,0.0,0.0002,0.0,0.0088,0.0006,0.0,0.0
positive reactions,0.0,0.0,0.0,0.0004,0.0086,0.0,0.0002
positive satisfaction,0.0,0.0,0.0,0.003,0.0,0.0,0.0
praise and positive reviews,0.0,0.0,0.0,0.0004,0.007,0.0,0.0
praise for app creators,0.0,0.0,0.0,0.0002,0.0024,0.0,0.0002
religious love expressions,0.0,0.0,0.0,0.0016,0.0012,0.0002,0.0
request for tamil language addition,0.0002,0.0,0.0,0.001,0.0042,0.0004,0.0004
step-by-step learning system,0.0,0.0,0.0,0.0032,0.0026,0.0,0.0
toddler learning apps,0.0,0.0,0.0,0.0018,0.001,0.0,0.0002
unclear/confusing feedback,0.0002,0.0006,0.0,0.0002,0.011,0.0006,0.0002
useful and informative app,0.0,0.0,0.0,0.0038,0.001,0.0,0.0
usernames and languages,0.0002,0.0008,0.0,0.0004,0.02,0.0,0.0006
wow/impressed reactions,0.0,0.0,0.0,0.0,0.0,0.0,0.004
youtube video uploads,0.0,0.0,0.0,0.0006,0.0024,0.0,0.0006
