id,user,text,rating,likes,app_version,date,text_length,vader_sentiment,emotion,readability,contains_bug_keywords,contains_request_keywords,topic,topic_prob,merged_topic,merged_topic_label,pain_point
2e23288f-dfab-4d08-a92f-21f7b200cb5a,A Google user,My experience has been awesome 😊 thank you for the new awesome games which makes it so much easier and fun. The tech support team have been awesome and helping to resolve problems. I enjoy relaxing and playing 😊.💃💃,5,300,11.07.25700,2025-07-24 09:50:15,214,0.9924,joy,73.13288288288288,False,False,77,0.9437461672801983,67.0,enjoyable daily play,False
25e5aaba-e5b2-475c-8a7e-eb09b18967c7,A Google user,Great game,5,0,11.07.25700,2025-07-24 09:03:53,10,0.6249,joy,120.20500000000001,False,False,7,1.0,6.0,positive game feedback,False
6e2d1f2f-1381-46dc-b5eb-e2f5459c56c4,A Google user,I was a little disappointed on the last charm season. I thought that I would get a progress bonus at the end of it. All the charms I got at the end were duplicates😔😤,1,6,11.06.25604,2025-07-24 06:32:16,165,0.8553,sadness,88.33754901960786,False,False,13,1.0,10.0,charm collecting and gambling,True
b9b3c79a-b425-4734-a985-9a055720ff2e,A Google user,fun fun funn,5,0,11.07.25700,2025-07-24 04:19:25,12,0.765,joy,119.19000000000003,False,False,48,0.30851702645772605,42.0,fun and humor,False
864a5740-6e5e-4aa5-b894-f1313510e1bf,A Google user,ek dumm frod game 🎮🎮 ha deposit Kiya bo ni diya withdrawal kiya bo b ni diya screenshot b ha mere pssdd,1,0,,2025-07-24 02:46:22,103,0.5994,joy,76.74857142857144,False,False,3,0.8371787692980519,0.0,casino games,False
1d9ed13a-b25c-40e5-b173-b964ee665915,A Google user,"that's for just reading the reviews thanks,it gives me pleasure to download this game.",5,0,,2025-07-24 02:02:35,86,0.5719,joy,83.85357142857143,False,False,-1,0.0,,Unknown,False
ea2cf142-e826-46e9-a9d2-8a750ec8f387,A Google user,CRASH - EVERY TIME SPLIT SCREENS Moto Stylus 5g 2022,1,0,11.07.25700,2025-07-24 00:52:44,52,-0.5319,anger,75.50000000000003,True,False,4,1.0,3.0,app crashes and loading issues,True
59971ca3-15d8-47d8-b1be-f7fe96a5d4c7,A Google user,play the Cub game hit the major jackpot game went reloading took my jackpot and my rewards for the tournament,2,0,11.07.25700,2025-07-23 12:36:33,109,0.6705,neutral,72.32500000000003,False,False,-1,0.0,,Unknown,False
d8c64ac8-4a50-4e0f-9ec1-99c789e8ae33,A Google user,Great game lots of fun,5,0,11.07.25700,2025-07-23 11:55:12,22,0.8126,joy,117.16000000000003,False,False,49,1.0,43.0,enjoyable game experience,False
c8faec97-0f48-4c5f-8132-c500e00f9dd6,A Google user,no more ....no winning...nothing exciting anymore. same problem with the trendy get to last 2 and bam its not giving new ones .duplicate after duplicate..no way this is ridiculous honestly..as much as I like this game no.no.no..sadly no...,3,137,11.07.25700,2025-07-23 02:50:46,239,-0.3553,sadness,69.99468421052632,False,False,-1,0.0,,Unknown,False
6dc70c42-ce63-4e06-962d-4741c69a8209,A Google user,good,5,0,11.06.25604,2025-07-23 02:31:13,4,0.4404,neutral,121.22000000000003,False,False,2,1.0,2.0,positive feedback,False
8930887b-995c-4fd2-8168-8b78aa10e235,A Google user,nice awesome,5,0,11.07.25700,2025-07-22 23:12:22,12,0.7845,joy,77.90500000000002,False,False,12,0.33590197772997665,2.0,positive feedback,False
e1f46d3b-e7b6-4215-ba00-b38df2804833,A Google user,fun and relaxing,5,0,11.07.25700,2025-07-22 22:31:33,16,0.7579,joy,62.79000000000002,False,False,59,1.0,52.0,relaxation and entertainment,False
55991055-e1cb-4696-9ddb-ec484b185851,A Google user,This is one of the best casino games!!! I love the graphics and themes! High quality! Fun!!!,5,0,11.07.25700,2025-07-22 21:08:46,92,0.9309,joy,88.72514705882354,False,False,0,1.0,0.0,casino games,False
3e461db1-728f-472b-a44f-54ab9efad6bc,A Google user,jackpot,5,0,,2025-07-22 18:24:37,7,0.0,neutral,36.62000000000003,False,False,16,1.0,13.0,winning and jackpots,False
a6ad0f86-76d8-40c5-a0b5-3cc6b7a0c81f,A Google user,100 percent trash. I buy the vault. a pack and the most expensive pass. and lost in a few mins. the odds are worse then real slots. aleast with real slots you win money. the exp you gain like after level 400. you need to bet trillions of coins for each level which is dumb as hell. if you buy a pack you will lose it all in secs or mins. but a pop up will come up for more coins a little more than the pack you buy. but for like 3 dollars more. it's 100 percent a money scamming app.,1,11,11.07.25700,2025-07-22 16:43:23,483,0.0258,anger,102.82514705882355,False,False,-1,0.0,,Unknown,False
6a49a127-1b42-4ed2-b078-930d9cf18950,A Google user,"Alright let's get honest about this game..Free spins?? ya right.. very very very rare you will always be 1 scatter away. Jackpots?? the only Jackpots you will win are going to be mini and minor if you even hit them. The games with any major and grand Jackpots you will never win those. It's absolutely about the money but don't think because you pay anything,you are going to win....the card collection?? I have yet to finish any collection and the tokens used to trade are hard to even collect.",1,2,11.07.25700,2025-07-22 14:44:03,495,0.6011,neutral,72.25808988764047,False,False,-1,0.0,,Unknown,False
ba91cfde-9c09-487b-8a84-02b29a6abbb2,A Google user,"awesome win. I never win, I guess my luck has changed.",5,0,11.07.25700,2025-07-22 11:54:11,54,0.8329,surprise,95.68818181818183,False,False,-1,0.0,,Unknown,False
b2ab3718-df47-402b-afcf-3ab689e29216,A Google user,fun,5,0,11.07.25700,2025-07-22 11:42:37,3,0.5106,joy,121.22000000000003,False,False,5,1.0,4.0,enjoyable gameplay,False
860217b0-ddf2-422d-a63d-c8e949fd7c80,A Google user,"I used to love it , but haven't played in over a year I think . I have been disheartened by the reviews ! I hope that it's not true! But I also can't get my old account back which was way over LVL 100 maybe around LVL 150 or round about there ., I'd like my progress back",5,2,11.07.25700,2025-07-22 09:28:24,271,0.6288,sadness,92.6118181818182,False,False,-1,0.0,,Unknown,False
25e7145b-713b-4612-8b5c-56ba0e85e256,A Google user,I love this game it's so much funnn,5,0,11.07.25700,2025-07-22 04:15:03,35,0.6369,joy,114.11500000000001,False,False,-1,0.0,,Unknown,False
818595ca-46fe-436b-a651-7ecf8fe2607e,A Google user,just good fun 😊,5,0,11.07.25700,2025-07-22 02:51:12,15,0.9042,joy,119.19000000000003,False,False,38,0.10694314486378699,32.0,enjoyable entertainment,False
09776b92-9f1e-46a5-a6cf-7a19788a9fcf,A Google user,exceptional,5,0,11.07.25700,2025-07-22 02:49:55,11,0.0,neutral,-132.57999999999996,False,False,106,1.0,92.0,customer praise,False
bf701af9-f602-4ab4-8dd8-92065ff3aa7c,A Google user,good game,5,0,,2025-07-22 02:44:28,9,0.4404,joy,120.20500000000001,False,False,33,0.4219513802093091,6.0,positive game feedback,False
5c7a3eec-3779-4c83-a19c-0db97e6accf1,A Google user,great game but i wish i could win more and more money,5,0,11.07.25700,2025-07-22 00:18:01,53,0.9062,sadness,103.00500000000001,False,False,24,0.9149000287445459,21.0,real money rewards,True
eed6ddca-f090-4597-b4fd-4b9071d1946e,A Google user,Fantastic fun !!!!! Pump up the payments you owe me lol just funning😊payouts for winning fantastic great gaming place,5,0,11.07.25700,2025-07-21 22:06:32,117,0.9845,joy,56.965,False,False,17,0.5443912076879615,14.0,jackpot rewards,False
eff588be-e6c0-4680-a97b-5767a8de94b1,A Google user,It's watching reels spin and winning absolutely nothing. I'm placing this game in the trash.,1,8,11.07.25700,2025-07-21 19:45:57,92,0.5267,disgust,75.14250000000001,False,False,-1,0.0,,Unknown,False
bf0eabe8-4605-4dca-aebb-e3ccf0b9d68c,A Google user,"It's another gaming new. And a lot's of studying in order to know the new technique and skills fitted for us. Just interesting, think 🤔 about that. thanks for new games arise.",4,0,11.07.25700,2025-07-21 19:20:38,175,0.6808,surprise,81.62036290322581,False,False,-1,0.0,,Unknown,False
5c471265-2295-458f-a006-e04b1a54f808,A Google user,dont buy anything it wont work but still charge u,1,1,11.07.25700,2025-07-21 17:07:27,49,0.0,sadness,95.165,False,False,1,1.0,1.0,fraud and scams,True
371b6d00-e520-4964-8209-bfab9b24beb6,A Google user,is a nice game wonderful game and I like it very much,5,0,11.06.25604,2025-07-21 16:06:19,53,0.8402,joy,88.905,False,False,-1,0.0,,Unknown,False
ac01f5fc-906c-488c-b56f-79bf0da890ae,A Google user,get that vitual $,5,0,,2025-07-21 15:29:47,17,0.0,neutral,62.79000000000002,False,False,94,0.9848136999484711,81.0,customer satisfaction and happiness,False
d1959994-c80b-415e-88ef-038f0be91dad,A Google user,very good,5,0,11.07.25700,2025-07-21 12:29:00,9,0.4927,joy,77.90500000000002,False,False,64,1.0,2.0,positive feedback,False
45e024ab-e38e-412a-9b23-42a89151a437,A Google user,The Game is Garbage and Google Should Boycott Huuuge Games Cause they false advertisement and they just rip people off for all their hard working money. This is a fake casino game and shouldn't have to top up to pay and get less payouts then what you pay for.,1,5,11.07.25700,2025-07-21 12:10:11,259,-0.8016,disgust,71.46954081632654,False,False,1,0.9647380634606197,1.0,fraud and scams,True
83e7ab00-3547-4c50-ace2-d58f47608340,A Google user,"Better jackpots and not as much tech problems ,good job !!!!!",4,3,11.06.25604,2025-07-21 10:21:28,61,0.6449,joy,86.70500000000001,False,False,16,0.9645342868546208,13.0,winning and jackpots,False
c52bf592-cd98-47fe-b7e8-1de17c91f9b6,A Google user,"THIS IS A SCAM, CONSTANTLY INCREASES YOUR BET WITHOUT YOUR APPROVAL JUST TO BLOW YOUR COINAGE TO MAKE YOU PURCHASE, THERE ARE NO BONUSES IN THESE GAMES ,EVEN HAVING BAD LUCK YOU STILL HIT SOME TYPE OF BONUS, EXTRA SPINS ETC. THIS GAME IS PROGRAMMED TO HAVE YOU PURCHASE, THERE IS NO ENTERTAINMENT VALUE AT ALL.POS GAME AVOID. TYPICAL DEVELOPER FROM CYPRUS , SORRY ITS WHAT IVE EUN INTO FROM THERE, ALL BASED FOR greed MAX BET NEXT TO SPIN, THIS GAME REALLY SUCKS.make you update ( download new game)",1,1,11.06.25604,2025-07-21 10:09:25,499,-0.9699,disgust,67.83918181818183,False,False,-1,0.0,,Unknown,False
0e769d9c-a1d1-4233-b4c2-e80ffabb6756,A Google user,love this game,3,0,11.07.25700,2025-07-21 08:52:39,14,0.6369,joy,119.19000000000003,False,False,32,0.4356001121610875,27.0,player affection,False
1252508c-6132-4808-a58b-2927c9f65c1d,A Google user,I won and won a wonderful CHAMPIONSHIP CHRISTMAS ON HERE.. TYTYTYTY THANK YOU SANTA CLAUSE ♥️♥️♥️💘💘 MERRY CHRISTMAS TO ALL AND ALL A GOOD NIGHT.............XQXQXQXQ I LOVE YOU.🥲,5,0,11.07.25700,2025-07-21 03:14:08,177,0.995,joy,75.50000000000003,False,False,-1,0.0,,Unknown,False
bcbe1239-39d1-4a5b-847b-b847748a80c1,A Google user,great,5,0,11.06.25604,2025-07-20 20:48:19,5,0.6249,joy,121.22000000000003,False,False,10,1.0,2.0,positive feedback,False
96f34fd7-fc11-4813-a35d-8c1d4464d115,A Google user,cool.,5,0,11.05.25500,2025-07-20 19:51:12,5,0.3182,neutral,121.22000000000003,False,False,37,1.0,31.0,coolness and simplicity,False
f48e71ee-4156-49c5-8ac3-47534d6efac9,A Google user,Fun,5,0,,2025-07-20 13:25:19,3,0.5106,joy,121.22000000000003,False,False,5,1.0,4.0,enjoyable gameplay,False
d2a69046-976d-4029-b69d-1b885819215b,A Google user,how to play and I enjoy my self,5,0,,2025-07-20 12:43:04,31,0.6808,joy,103.54,False,False,9,0.2484118094939452,8.0,gameplay enjoyment,False
2b405865-3603-46a5-9f0f-5aa123f113ec,A Google user,"Good graphics, great game.",5,0,11.07.25700,2025-07-19 13:37:48,26,0.7906,joy,97.025,False,False,-1,0.0,,Unknown,False
ef031107-30e3-4dfe-a9f2-300a4b871e01,A Google user,worst game,1,1,,2025-07-19 11:11:50,10,-0.6249,disgust,120.20500000000001,False,False,22,0.3734861931397929,19.0,game quality and preference,False
2bcb22e7-48e5-4eb1-924c-5b2c13fa493f,A Google user,if you like waiting on nothing here's your game,1,1,,2025-07-19 10:08:37,47,0.3612,joy,94.30000000000001,False,False,77,1.0,67.0,enjoyable daily play,False
2a2837e7-5781-4247-a1d4-c6a4e9def323,A Google user,great,5,0,11.06.25604,2025-07-19 05:36:28,5,0.6249,joy,121.22000000000003,False,False,10,0.2762852069137994,2.0,positive feedback,False
8bca64a4-79d9-439d-a270-d3ae2f6b3aad,A Google user,it's a good site but not really my thing! I'm More of a cards guy!! 😅,4,0,11.07.25700,2025-07-18 20:21:49,69,0.7249,sadness,108.9825,False,False,0,0.7767926588078006,0.0,casino games,False
a2d2b519-72a2-4a46-a88d-d612b3590f5b,A Google user,Great game. love Huuuge,5,0,11.07.25700,2025-07-18 19:38:53,23,0.8519,joy,75.87500000000001,False,False,35,1.0,29.0,big wins and supporters,False
394101da-1d9c-47dc-beb3-b1ab97cd1787,A Google user,best casino ever,5,0,11.07.25700,2025-07-18 14:35:49,16,0.6369,surprise,34.59000000000003,False,False,0,0.7862576278025835,0.0,casino games,False
23f3f303-d46e-4556-836e-8cb245249549,A Google user,it's fun,5,0,11.07.25700,2025-07-18 02:22:45,8,0.5106,joy,120.20500000000001,False,False,46,1.0,40.0,enjoyment and fun,False
1cf9087d-a0d4-4cc8-9647-34cfa459efd5,A Google user,A wonderful display and lots of games to choose from.!,5,0,11.07.25700,2025-07-17 16:02:26,54,0.6114,joy,86.70500000000001,False,False,93,1.0,80.0,game graphics and rewards,False
32796e35-5968-4153-9839-70a2ace8996b,A Google user,"uninstalling after 8 YEARS AND ROUGHLY $5,000 later!! Tired of day after day EVERY DAY of 300 losing spins almost in a row for the last 7 months! They decide all of it. Pay to win or hope you have a good club to provide your bankroll, you're going to need it!! 4 & 5 star charms impossible to get! have to bet min 1 QUADRILLION!!! HOW DO you do that when THEY don't even let you get PAST 100 TRILLION?? HOW HUUUGE??? ANSWER THAT QUESTION!! BELIEVE ME IT'S NOT LUCK!! don't bother replying because idc",1,13,9.8.23400,2025-07-17 14:20:01,500,0.7131,surprise,87.65776315789473,False,False,13,0.26012901780730646,10.0,charm collecting and gambling,True
35227814-d882-4697-aaa0-676c684664a3,A Google user,i paid $10 thru bitcoin from my cashapp yet it shows i deposited nothing. SCAM,1,0,11.07.25700,2025-07-17 13:31:12,78,0.5485,surprise,78.81000000000003,False,False,1,1.0,1.0,fraud and scams,True
a18fa360-ecf7-4ed7-8ac5-7191b9e3844a,A Google user,great 😊👌 fun,5,0,11.07.25700,2025-07-17 10:50:58,12,0.9614,joy,120.20500000000001,False,False,38,0.07151583385669091,32.0,enjoyable entertainment,False
f5822c00-8e6b-44ab-b4aa-d88c638df40b,A Google user,playing this casino game for leisure activities..,5,0,11.07.25700,2025-07-17 03:12:41,49,0.2023,joy,30.53000000000003,False,False,0,1.0,0.0,casino games,False
dbcce60c-ebd9-450e-8b96-bc7e94cf84ba,A Google user,alot of fun,5,0,11.06.25604,2025-07-16 22:06:53,11,0.5106,joy,90.99000000000004,False,False,39,0.14499092500383512,33.0,fun and prizes,False
9ebd58ef-2e1c-47b4-9db3-fab021265504,A Google user,so much fun!,5,0,11.07.25700,2025-07-16 19:46:26,12,0.5954,joy,119.19000000000003,False,False,58,1.0,40.0,enjoyment and fun,False
3482f2a4-3d0f-496b-85be-2b42c04eaa43,A Google user,"Well it said I was going to start with 7 trillion dollars, but guess what, I didn't. I started with 15,000,000. Then it said I qualified for the Billionaire Club. Of course I joined and I honestly think it makes it harder to get great rewards until you loose what you have earned. Then it jumps up with a Mega pay but still not what you earned climbing the ladder playing $100,000 in stead of the $250,000 that they set for you to bet. I went up to the $250,000 bet and sure enough that was how I ha",4,1,11.07.25700,2025-07-16 19:26:17,499,0.964,surprise,89.25113636363639,False,True,47,0.7231281061022397,41.0,in-game betting and currency,False
cf8c3a31-afff-4706-9b0a-d8b4b8058f73,A Google user,It's free,5,0,11.07.25700,2025-07-16 16:34:35,9,0.5106,neutral,120.20500000000001,False,False,-1,0.0,,Unknown,False
c0a743b3-11bc-4465-9c7c-aa4384685c2a,A Google user,good slots,5,0,11.07.25700,2025-07-16 16:28:42,10,0.4404,neutral,120.20500000000001,False,False,40,1.0,34.0,slot machines appreciation,False
4f6e4fec-9601-406f-a271-eabd91cf2175,A Google user,"playing for a very long time across multiple devices, 500mil incentive for updating when, at my level, the Betty bonus is in the billions is entirely pointless and I can read the notifications in game myself without you spamming them on the screen when I first open it, it makes starting playing a pain",3,1,11.07.25700,2025-07-16 13:15:06,302,0.7817,sadness,21.991666666666674,False,False,-1,0.0,,Unknown,False
0a42fd0a-bb9e-4144-bb55-0954936f8a09,A Google user,the games where fantastic,5,0,11.07.25700,2025-07-16 13:12:21,25,0.5574,joy,75.87500000000001,False,False,67,0.3861648793388536,57.0,great gaming experiences,False
128deec8-f267-43f3-8763-9dfeb1f22a4a,A Google user,ups and downs,3,0,11.06.25604,2025-07-16 13:09:19,13,0.0,neutral,119.19000000000003,False,False,25,0.0068643061593016965,22.0,mixed feelings,False
fd4863aa-c13a-4a13-9c7d-20f505e2e9f1,A Google user,awesome,5,0,11.06.25604,2025-07-16 08:36:07,7,0.6249,joy,36.62000000000003,False,False,12,0.9457866504969094,2.0,positive feedback,False
c96fd9d3-c1a3-41cd-ac78-d39f26eafdca,A Google user,cant hit huge pays,4,0,11.07.25700,2025-07-16 07:31:29,18,-0.2411,surprise,118.17500000000001,False,False,34,0.22409071295075073,28.0,payout concerns,False
bab094ed-434d-4011-a298-7fb7138242ba,A Google user,"I cant believe how many chips it is for the pitiful amount you get back with the pass, I won't be buying it again it's a ridiculous amount of chips,and no black tickets this time either, very disappointed, also iv lost count how many gold and silver lottery tickets iv used and haven't won once or got a puzzle piece,",3,0,11.07.25700,2025-07-16 07:00:32,317,-0.9392,sadness,24.67500000000001,False,False,8,0.3074757687426524,7.0,in-game purchases and rewards,True
7ed535d8-3f80-43d6-8788-7b033c66e004,A Google user,i bought a $4.99 package funds were deducted from my bank but my game account was never funded with the package help please support.,1,0,11.06.25604,2025-07-16 01:42:40,132,0.8765,sadness,81.85500000000002,False,True,1,0.8809297502534611,1.0,fraud and scams,True
619c4b26-2a7f-4bdd-9305-e95d71851419,A Google user,This Game Make Me Won!,5,0,11.06.25604,2025-07-15 21:53:47,22,0.6114,joy,117.16000000000003,False,False,23,1.0,20.0,winning and rewards,False
c7054728-c5dc-4586-939e-b45463b246d4,A Google user,Slots don't pay as much and when you have little money it's difficult to get a lot and stay with it,3,0,11.06.25604,2025-07-15 20:10:48,99,-0.2359,neutral,84.8057142857143,False,False,-1,0.0,,Unknown,False
d03c1d9d-ddbf-4704-9c29-fd96259fda9a,A Google user,I have tried them all and this one has been with me for many years.Its a keeper,5,5,11.07.25700,2025-07-15 14:55:49,79,0.0,neutral,98.67808823529413,False,False,62,0.8945220306442686,12.0,positive app experiences,False
958b9e11-92cb-4661-9ed1-241d7fbd9ee1,A Google user,TIME TO TAKE YOUR 4TH OF JULY AD OFF THE INTERNET!!!!!!,1,0,11.06.25604,2025-07-15 11:15:34,55,0.0,neutral,87.99727272727276,False,False,76,0.09446368111879978,66.0,independence day ads,False
843f4809-fa6f-4514-86a4-42aaefd48c5a,A Google user,it's fun been having a good time,5,0,11.06.25604,2025-07-14 23:50:30,32,0.7351,joy,103.04428571428575,False,False,-1,0.0,,Unknown,False
c8ef0752-1bbc-4049-ace0-11150531e03d,A Google user,I like it,5,0,11.06.25604,2025-07-14 23:30:50,9,0.3612,joy,119.19000000000003,False,False,-1,0.0,,Unknown,False
88b7817e-08d7-46b6-87be-e0f49ece1eea,A Google user,1 year in. Seems like slots have gray areas were you can be boosted and xp'd and just zero bonus rounds at certain parts of the day.. ANY slot!,3,0,,2025-07-14 19:08:53,143,0.8718,neutral,87.0968103448276,False,False,-1,0.0,,Unknown,False
a8e567d3-0f6e-4c3e-b6fd-2e66b6ef7e43,A Google user,I spend so much money on this game and very little return. Really disappointing!,1,4,11.06.25604,2025-07-14 14:49:01,80,-0.5456,sadness,59.68214285714288,False,False,21,0.64671271681006,18.0,in-game currency issues,False
0e3ca2ab-8e44-44f7-9915-9f38b31f8df5,A Google user,I am reviewing once again after 4 years of play! Run as fast and far as you can! I have hit 1 grand jp in all that time! Huge only wants your $ and if you have a concern oh well! I have spent a ton of money with them but regardless of how much I spend they always take your chips. For the last 3 mos I've only used the daily chips and no matter what they take it. Huge save your comment how it's bad luck!! I have better luck at a real casino at least they do let me win now and then! GREEDY HUGE!,1,8,11.06.25604,2025-07-14 08:43:19,497,0.9797,neutral,94.42759929906543,False,False,8,0.6264093095691387,7.0,in-game purchases and rewards,True
5e61ec4f-e22b-4e93-9ac4-26a7f4a317d7,A Google user,amazing,5,0,11.06.25604,2025-07-14 06:30:49,7,0.5859,joy,-47.97999999999996,False,False,26,0.8599561823202543,2.0,positive feedback,False
9761f12a-a25f-46f5-99b6-42fa5a4efc80,A Google user,"This app has gone down hill. It used to be fun, before Huuuge changed everything. Now, it takes forever to level, the games eat chips. 7/23/23- Don't get this app!! It hardly hits! When it does hit, it's pathetic hits! Hey Huuuge..shove your updates where the sun don't shine! They're worthless! 7/14/25-This app sucks big time! It eats your chips, spins 12-15 times before you get a hit. Takes forever to level. It makes it where you have to buy chips, and charms. IT JUST SUCKS! DON'T BOTHER!!!",1,79,11.06.25604,2025-07-14 06:29:19,496,0.4441,disgust,95.56439393939395,False,False,-1,0.0,,Unknown,False
328a6cc7-2169-4b8f-a973-8c58584c28be,A Google user,👍,5,0,11.06.25604,2025-07-14 00:00:20,1,0.0,neutral,0.0,False,False,20,0.6468363660093376,17.0,mixed positive reactions,False
52b48dfe-5ac4-4806-9a6b-a4daba0445dd,A Google user,good,4,0,11.06.25604,2025-07-13 19:40:24,4,0.4404,neutral,121.22000000000003,False,False,2,1.0,2.0,positive feedback,False
c897de50-dd76-4f8c-acaf-30657e715ca5,A Google user,"If you like to WIN, come play!!!",5,0,11.06.25604,2025-07-13 15:34:16,32,0.8836,neutral,115.13000000000002,False,False,23,0.8481648246289896,20.0,winning and rewards,False
e852d925-e728-44d2-b2be-dc0bb65e3392,A Google user,cool beans,5,0,11.06.25604,2025-07-13 08:15:12,10,0.3182,neutral,120.20500000000001,False,False,37,1.0,31.0,coolness and simplicity,False
ac87f420-c480-4f64-a742-6fbffd577a4d,A Google user,I've been playing this game for years. Love Huuuge Casino,5,0,11.06.25604,2025-07-13 06:41:52,57,0.7184,joy,74.86000000000003,False,False,11,0.7918329077860184,9.0,huuuge casino experience,False
8abd3b34-9702-44ec-91fe-8374c412427f,A Google user,Its a great past time,5,0,11.06.25604,2025-07-13 00:35:08,21,0.6249,joy,117.16000000000003,False,False,14,0.5344704829540678,11.0,passing time,False
2f25e3cb-a3fd-4055-8718-fea76a9e7f64,A Google user,fun,5,0,11.06.25604,2025-07-12 23:40:47,3,0.5106,joy,121.22000000000003,False,False,5,1.0,4.0,enjoyable gameplay,False
6bdc9206-940a-496a-9f81-da4d7f3e7bc5,A Google user,"Years of financial loss !!! huuuge moneypit. DO NOT DOWNLOAD!!!!! Unless your really rich and don't care about spending money to play a game. Sure it's free to play. But, a person cannot enjoy any in game benefits or promotions for free. They will try to say not but it's 💯 purchase tight !",1,0,11.06.25604,2025-07-12 14:48:30,290,0.8947,sadness,78.77220588235295,False,False,1,0.9235118077905777,1.0,fraud and scams,True
74225903-4cef-433a-b5fa-64824575185d,A Google user,not enough pay out,1,0,11.06.25604,2025-07-12 00:33:50,18,0.0762,sadness,97.025,False,False,34,0.16611359251863522,28.0,payout concerns,False
707f914a-60dd-4532-a940-3f3e7ed86a39,A Google user,"Love it.... Never have any issues with the game. Have been playing for over 2 years. Love the team challenges. Have never had to make a purchase. Don't know why others can not budget what is allotted and collected by winning to gain coins. Plus the awards for completeing challenges with your team. 11/24 More than 3 years later, still love Huuuge 6/25 Just got a huuuge bonus from them just because I hit a really huuuge jackpot.THANKS HUUUGE!!!",5,162,11.06.25604,2025-07-12 00:31:02,446,0.9837,joy,73.29898734177216,True,False,-1,0.0,,Unknown,False
b247a330-dcaa-42e4-bb66-3ec028385348,A Google user,The pass was the only offer in my opinion. It's recent change brings it back into the not really value for my money. Make 200T be the cap for 5* charms it's hard to justify completing challenges at a constant loss. If I win more I buy more. keeping payback so tight just isn't fun.,4,14,11.06.25604,2025-07-11 22:21:24,281,0.0888,neutral,81.84454545454548,False,False,-1,0.0,,Unknown,False
2b6925a4-f4d9-4a74-93ef-84a40e29a854,A Google user,"AWESOME GAME ! I PLAY EACH DAY AND NIGHT 🌙, YOU CAN MEET FRIEND'S FROM ALL OVER THE WORLD 🌎 ✨️ 💕",5,1,11.06.25604,2025-07-11 14:29:24,96,0.9268,joy,95.02705882352943,False,False,44,0.4172985895625394,38.0,social gaming & friendships,False
88ea27c1-df2a-4ad1-a332-7ad71f16d319,A Google user,"money hungry and rigged worse than the WWE! if you don't want to spend money, you won't win. if you don't mind spending money, they start out reasonable and then all the prices rise ten-fold, totally ridiculous in this economy.",1,0,11.06.25604,2025-07-11 08:38:04,227,-0.8996,anger,70.63166666666669,False,False,47,0.6326484211833523,41.0,in-game betting and currency,False
cbe06ca0-ee74-4008-8ba7-e686ed8bb329,A Google user,invasive ads that force you to open the app. needs to be illegal,1,1,,2025-07-11 08:03:09,64,-0.5574,anger,83.09903846153848,False,False,82,1.0,49.0,excessive ads,True
