merged_topic_label,anger,disgust,fear,joy,neutral,sadness,surprise
game praise,0.0,0.0,0.0,0.0032,0.0006,0.0,0.0
game shutdown and closure,0.0006,0.0006,0.0,0.0008,0.0016,0.0056,0.0014
game update & developer feedback,0.0002,0.0,0.0,0.0,0.008,0.0,0.0
gameplay enjoyment,0.0,0.0,0.0,0.0104,0.0032,0.0008,0.001
generous gameplay,0.0,0.0,0.0,0.003,0.0006,0.0,0.0
high storage usage,0.0004,0.0,0.0002,0.003,0.0042,0.0016,0.0022
in-game currency & payments,0.0,0.0004,0.0004,0.0044,0.0038,0.0016,0.001
in-game rewards & characters,0.0002,0.0,0.0,0.005,0.0012,0.0,0.0002
internet slang and memes,0.0,0.0002,0.0,0.0006,0.004,0.0,0.0002
mega man crossovers,0.0,0.0002,0.0,0.0034,0.002,0.0002,0.0008
missing the app,0.0002,0.0,0.0,0.0,0.0012,0.0064,0.0002
mixed impressions,0.0,0.0002,0.0,0.002,0.0008,0.0,0.0
mixed opinions,0.0006,0.0018,0.0002,0.01,0.0072,0.001,0.0012
mobile game praise,0.0002,0.0,0.0002,0.0052,0.0008,0.0002,0.0
monster hunter collabs,0.0,0.0,0.0,0.0022,0.0014,0.0,0.0004
music and characters,0.0,0.0,0.0,0.0116,0.0016,0.0004,0.0004
negative product feedback,0.0,0.0008,0.0,0.0,0.0016,0.0002,0.0
nintendo games and frustration,0.0006,0.0014,0.0004,0.0084,0.002,0.0008,0.0014
nostalgia and loss,0.0,0.0002,0.0,0.001,0.0002,0.005,0.0002
outstanding game quality,0.0,0.0,0.0,0.0012,0.0004,0.0,0.0022
passing time,0.0,0.0,0.0002,0.0018,0.0016,0.0,0.0
performance and compatibility,0.0,0.0004,0.0,0.0022,0.001,0.001,0.0004
persona event reactions,0.0,0.0002,0.0,0.001,0.001,0.0002,0.0004
player appreciation,0.0004,0.0002,0.0002,0.0174,0.0038,0.0068,0.0016
poor controls,0.0002,0.001,0.0,0.001,0.0022,0.0002,0.0002
positive app performance,0.0,0.0,0.0,0.001,0.0036,0.0,0.0
positive exclamations,0.0,0.0,0.0,0.0,0.0032,0.0002,0.0002
positive feedback,0.0,0.0,0.0,0.0096,0.0122,0.0,0.0004
positive game experience,0.0,0.0,0.0,0.016,0.0002,0.0,0.0
positive game praise,0.0,0.0006,0.0,0.011,0.0012,0.0006,0.0006
positive impressions,0.0,0.0,0.0,0.0012,0.0036,0.0,0.0
positive praise,0.0002,0.0004,0.0,0.0022,0.0034,0.0004,0.005
positive sentiment toward lgbtq+,0.0002,0.0,0.0,0.0044,0.0022,0.0,0.0
reroll & progression,0.0,0.0002,0.0,0.0012,0.001,0.0002,0.0
rpg action games,0.0002,0.0,0.0,0.0028,0.0012,0.0,0.0004
story and graphics,0.0,0.0,0.0,0.0016,0.0002,0.0,0.0002
top mobile game,0.0,0.0,0.0002,0.005,0.003,0.0004,0.0008
ultimate favorite game,0.0,0.0,0.0,0.004,0.0026,0.0,0.0002
update & installation issues,0.0,0.0,0.0002,0.0002,0.0008,0.0028,0.0
user ratings and reviews,0.0,0.0004,0.0,0.004,0.004,0.001,0.0014
voice acting and localization,0.0,0.0002,0.0002,0.0052,0.0012,0.0002,0.0004
weapon removal and update issues,0.0006,0.0006,0.0004,0.0002,0.001,0.0018,0.0006
