merged_topic_label,anger,disgust,fear,joy,neutral,sadness,surprise
game updates and love,0.0,0.0,0.0,0.0038,0.0004,0.0004,0.0008
gameplay experience,0.0,0.0002,0.0,0.0002,0.0018,0.0,0.0
gameplay glitches and issues,0.0002,0.0002,0.0,0.0004,0.0002,0.001,0.0002
general positive feedback,0.0,0.0,0.0,0.001,0.0052,0.0,0.0002
gifts and in-app purchases,0.0,0.0,0.0,0.0022,0.0,0.0002,0.0
good for children,0.0002,0.0002,0.0,0.0018,0.0002,0.0,0.0002
happy with toy,0.0002,0.0,0.0,0.0028,0.0004,0.0,0.0002
home designing app issues,0.0004,0.0002,0.0,0.0028,0.0006,0.0008,0.0002
in-app purchases,0.001,0.0006,0.0,0.0102,0.0016,0.0034,0.0008
issues with receiving gifts,0.0,0.0,0.0,0.0002,0.0004,0.0012,0.0004
k-pop collaboration updates,0.0008,0.0,0.0,0.0182,0.0056,0.0036,0.0048
kids love this game,0.0,0.0,0.0,0.0046,0.0004,0.0,0.0004
lost purchases on new device,0.0012,0.0002,0.0002,0.0018,0.003,0.0108,0.0022
missing gifts issue,0.0,0.0,0.0,0.0002,0.0006,0.002,0.0012
multiplayer and friend features,0.0,0.0,0.0,0.0028,0.0004,0.0002,0.0002
newbie experience & game improvements,0.0002,0.0,0.0,0.0008,0.0,0.0008,0.0004
nostalgia / childhood memories,0.0,0.0,0.0,0.0056,0.0004,0.0,0.0002
offline playability,0.0,0.0,0.0,0.0052,0.0006,0.0008,0.0006
pack delivery issues,0.0004,0.0,0.0,0.0056,0.0008,0.0018,0.001
payment and purchase frustrations,0.0014,0.0002,0.0,0.0002,0.0008,0.0002,0.0006
positive and negative evaluations,0.0,0.0002,0.0,0.001,0.0026,0.0,0.0
positive app experience,0.0,0.0,0.0,0.0022,0.0,0.0,0.0
positive app feedback,0.0,0.0,0.0,0.0116,0.0006,0.0,0.0004
positive app reviews,0.0002,0.0002,0.0,0.0116,0.0008,0.0016,0.0012
positive feedback,0.0,0.0,0.0,0.0062,0.0002,0.0,0.0002
positive feedback/appreciation,0.0,0.0,0.0,0.0006,0.0016,0.0,0.0002
positive game reviews,0.001,0.0004,0.0004,0.0668,0.0206,0.0006,0.0028
positive reactions,0.0,0.0,0.0,0.0054,0.002,0.0,0.0014
positive slang feedback,0.0,0.0,0.0,0.0004,0.0024,0.0008,0.0004
price concerns,0.0002,0.0002,0.0,0.0022,0.0006,0.002,0.0006
rating satisfaction,0.0004,0.0004,0.0002,0.0054,0.0016,0.0014,0.0004
request for more free features,0.0006,0.0,0.0,0.001,0.0028,0.0012,0.0004
request for more free houses,0.0008,0.0,0.0,0.005,0.0062,0.0032,0.0014
requests for additional features,0.0,0.0,0.0,0.0016,0.0002,0.0,0.0002
role-playing fun,0.0,0.0,0.0,0.0066,0.0006,0.0006,0.0
slow loading time,0.0,0.0,0.0,0.0004,0.0016,0.0016,0.0
unclear/non-english reviews,0.0,0.0002,0.0,0.001,0.0082,0.0002,0.0
update issues,0.0016,0.0004,0.0,0.0022,0.0026,0.0066,0.0012
