merged_topic_label,anger,disgust,fear,joy,neutral,sadness,surprise
lag issues,0.0,0.0,0.0,0.0,0.002,0.0024,0.0
language support issues,0.0,0.0,0.0,0.0002,0.007,0.0,0.0
legendary gameplay,0.0,0.0,0.0,0.001,0.0016,0.0,0.0
login problems,0.0,0.0,0.0,0.0,0.0002,0.0018,0.0
love and affection,0.0,0.0,0.0,0.0004,0.002,0.0,0.0
love for free fire,0.0002,0.0,0.0,0.0038,0.0018,0.0,0.0
mixed game experiences,0.0002,0.0,0.0,0.002,0.0032,0.0,0.0006
mixed positive comments,0.0004,0.0002,0.0002,0.0042,0.0062,0.001,0.0
mixed praise and criticism,0.0,0.0006,0.0,0.001,0.006,0.0002,0.0
mixed reactions,0.0,0.0,0.0006,0.0006,0.0296,0.0002,0.0006
mobile gaming and emulators,0.0,0.0,0.0,0.0012,0.0018,0.0,0.0
negative experiences,0.0,0.0026,0.0004,0.0008,0.0006,0.0024,0.0
negative game experience,0.0002,0.002,0.0006,0.0014,0.0012,0.0052,0.0006
network connectivity issues,0.0002,0.001,0.0,0.0004,0.0026,0.0054,0.0002
network issues,0.0002,0.0,0.0,0.0002,0.0016,0.0012,0.0
network latency issues,0.0,0.0004,0.0,0.0008,0.0014,0.0006,0.0
nostalgia for free fire,0.0004,0.0,0.0,0.0,0.003,0.0006,0.0
nostalgia for old peak,0.0,0.0,0.0,0.0002,0.0052,0.0,0.0
nostalgia for old version,0.0002,0.0002,0.0,0.0016,0.005,0.0014,0.0002
nostalgic memories,0.0,0.0,0.0002,0.0002,0.003,0.0,0.0
old free fire content,0.0004,0.0,0.0,0.0,0.0072,0.0004,0.0002
old free fire requests,0.0004,0.0,0.0,0.0004,0.0142,0.0002,0.0
old map updates,0.0002,0.0,0.0,0.0,0.0042,0.0,0.0
old peak demand,0.0,0.0,0.0,0.0,0.0022,0.0,0.0
old peak request,0.0,0.0,0.0,0.0002,0.1018,0.0,0.0
old peak requests,0.0,0.0,0.0002,0.0002,0.0134,0.001,0.0004
old peak return,0.0,0.0,0.0,0.0,0.0022,0.0002,0.0
old peke requests,0.0,0.0,0.0002,0.0002,0.0036,0.0,0.0
old photos,0.0,0.0,0.0,0.0,0.0148,0.0004,0.0004
old pick requests,0.0,0.0,0.0,0.0,0.0112,0.0,0.0
old pik requests,0.0,0.0,0.0,0.0002,0.0044,0.0,0.0
pay-to-win games,0.0004,0.0006,0.0,0.0004,0.0026,0.0004,0.0002
peak character requests,0.0,0.0,0.0,0.0002,0.0038,0.0,0.0002
peak return,0.0,0.0,0.0,0.0,0.0038,0.0006,0.0
personal affection,0.0004,0.0002,0.0,0.0052,0.0028,0.0012,0.0006
player affinity,0.0,0.0,0.0,0.002,0.0002,0.0002,0.0
player appreciation,0.0,0.0,0.0,0.005,0.0002,0.0,0.0
player feedback and requests,0.001,0.0004,0.0,0.004,0.0042,0.0002,0.0002
poor game quality,0.0,0.002,0.0,0.0,0.0024,0.0,0.0
poor quality and waste,0.0002,0.0008,0.0,0.0,0.0008,0.0006,0.0
poor-quality games,0.0,0.0002,0.0,0.0004,0.005,0.0,0.0004
popular game praise,0.0,0.0,0.0,0.0006,0.0008,0.0002,0.0004
popular gaming content,0.0,0.0,0.0,0.0002,0.0036,0.0,0.0002
positive and enthusiastic praise,0.0,0.0,0.0002,0.0004,0.0024,0.0,0.0002
positive app reviews,0.0,0.0004,0.0,0.003,0.003,0.0008,0.0006
positive experience,0.0,0.0,0.0002,0.0046,0.0082,0.0002,0.0008
positive feedback,0.0,0.0002,0.0,0.0164,0.0188,0.0002,0.001
positive game experience,0.0,0.0,0.0,0.0174,0.0008,0.0,0.0002
positive game feedback,0.0002,0.0,0.0,0.021,0.0026,0.0,0.0002
positive game quality,0.0,0.0,0.0,0.004,0.0004,0.0,0.0002
positive gaming experience,0.0,0.0,0.0,0.0062,0.0,0.0,0.0002
positive praise,0.0,0.0,0.0,0.008,0.0094,0.0002,0.0008
positive reactions,0.0,0.0,0.0,0.0012,0.0086,0.0,0.0004
preference for old ff,0.0,0.0,0.0,0.0002,0.0028,0.0006,0.0
relaxing mindfulness,0.0,0.0,0.0,0.0018,0.0028,0.0,0.0006
request for old peck,0.0002,0.0,0.0,0.0,0.0028,0.0002,0.0
request for old picture,0.0,0.0,0.0,0.0,0.0116,0.0,0.0
request for return or reposting,0.0,0.0,0.0,0.001,0.0036,0.0,0.0002
return of old free fire,0.0012,0.0,0.0,0.0,0.0014,0.0004,0.0
return to old version,0.0002,0.0,0.0,0.0,0.006,0.0,0.0
royalty and praise,0.0,0.0,0.0,0.0,0.0034,0.0,0.0
top games,0.0,0.0,0.0,0.001,0.013,0.0,0.001
uninteresting and challenging games,0.0,0.0,0.0,0.0002,0.0026,0.0,0.0002
unwanted or low-quality games,0.0,0.0,0.0,0.0,0.0024,0.0,0.0
user dissatisfaction,0.0004,0.0,0.0002,0.0034,0.0036,0.0002,0.0
worst game experience,0.0,0.004,0.0,0.0,0.0,0.0,0.0
