merged_topic_label,anger,disgust,fear,joy,neutral,sadness,surprise
functionality issues,0.0002,0.0002,0.0,0.0,0.0002,0.0016,0.0002
game accessibility issues,0.0004,0.0,0.0002,0.0,0.0022,0.0,0.0
game addiction,0.0006,0.0002,0.0,0.0026,0.0016,0.0002,0.0002
game crashes and freezes,0.0008,0.0,0.0,0.0002,0.003,0.0038,0.0008
game enjoyment,0.0,0.0,0.0,0.0074,0.0002,0.0002,0.0002
game freezing issues,0.0006,0.0002,0.0,0.0014,0.0026,0.0032,0.0004
game quality,0.0,0.0,0.0,0.0002,0.001,0.0,0.0016
game quality and accuracy,0.0,0.0,0.0,0.0038,0.0006,0.0,0.0
game removal frustration,0.0002,0.0,0.0002,0.0006,0.0,0.0008,0.0006
gameplay and fun,0.0,0.0,0.0,0.005,0.0018,0.0002,0.0
gaming slang and memes,0.0002,0.0008,0.0,0.0,0.0034,0.0002,0.0004
iconic & legendary praise,0.0,0.0,0.0,0.0004,0.0024,0.0,0.0002
kids' games,0.0,0.0,0.0,0.0018,0.0002,0.0,0.0
level completion & stars,0.0014,0.0012,0.0,0.0012,0.004,0.0016,0.001
level difficulty,0.0002,0.0002,0.0,0.0028,0.0028,0.001,0.0002
loading issues,0.0004,0.0,0.0,0.0,0.0004,0.0014,0.0
loading/startup issues,0.0,0.0,0.0,0.0002,0.0012,0.0034,0.0008
long-term player engagement,0.0,0.0,0.0,0.0012,0.0008,0.0,0.001
mind-engaging entertainment,0.0,0.0,0.0,0.0042,0.0008,0.0,0.0014
mixed feelings,0.0,0.0004,0.0,0.0,0.0026,0.0002,0.0
mixed feelings about fun,0.0002,0.0,0.0,0.0094,0.0004,0.0002,0.0
mixed language expressions,0.0,0.0002,0.0004,0.0,0.0032,0.0,0.0
mixed reactions,0.0002,0.0014,0.0004,0.003,0.0232,0.0,0.0004
negative experiences,0.0,0.0022,0.0004,0.0,0.0002,0.0004,0.0
negative game reception,0.0006,0.0036,0.0002,0.0,0.0002,0.002,0.0
nostalgia for childhood,0.0,0.0004,0.0002,0.0034,0.0026,0.0,0.0002
nostalgic appreciation,0.0,0.0,0.0,0.0,0.0028,0.0,0.0004
offline/online functionality,0.0,0.0,0.0,0.0006,0.0024,0.0,0.0002
original/authentic content,0.0,0.0002,0.0,0.0,0.0026,0.0,0.0002
overall satisfaction,0.0,0.0,0.0,0.0036,0.0044,0.0,0.0002
pig-themed destruction,0.0012,0.0008,0.0,0.0024,0.001,0.0002,0.0002
player affection,0.0,0.0,0.0,0.006,0.0002,0.0,0.0
player appreciation,0.0,0.0,0.0,0.0054,0.0,0.0,0.0
player enthusiasm,0.0,0.0,0.0,0.0074,0.0006,0.0,0.0
positive app experiences,0.0,0.0002,0.0,0.0044,0.0022,0.0004,0.001
positive app feedback,0.0,0.0,0.0,0.002,0.0008,0.0,0.0018
positive celebrations,0.0,0.0,0.0,0.0014,0.001,0.0,0.0002
positive feedback,0.0,0.0006,0.0,0.0122,0.054,0.0,0.0004
positive game experience,0.0,0.0004,0.0,0.0194,0.0014,0.0004,0.0004
positive game feedback,0.0,0.0,0.0,0.026,0.0028,0.0002,0.004
positive game praise,0.0,0.0,0.0,0.0082,0.0,0.0002,0.0
positive impressions,0.0,0.0,0.0,0.0006,0.0046,0.0,0.0
positive movie feedback,0.0,0.0,0.0,0.0018,0.0,0.0,0.0002
positive praise,0.0,0.0002,0.0,0.0232,0.0066,0.0,0.0048
positive rovio feedback,0.0002,0.0,0.0002,0.002,0.0006,0.0002,0.0006
post deletion issues,0.0,0.0004,0.0,0.0,0.0014,0.0002,0.0
preference for older versions,0.0,0.0004,0.0,0.0006,0.002,0.0002,0.0
retro nostalgia,0.0,0.0,0.0,0.0014,0.003,0.0012,0.0
sound and support,0.0,0.0002,0.0,0.0002,0.002,0.0,0.0002
startup crashes,0.0016,0.0004,0.0002,0.0002,0.0018,0.0052,0.001
stress relief,0.0002,0.0002,0.0,0.005,0.001,0.0002,0.0
support and monetization issues,0.001,0.0002,0.0,0.0,0.0014,0.001,0.0004
time passing games,0.0002,0.0,0.0,0.0036,0.0016,0.0002,0.0
time wasters,0.0,0.0002,0.0002,0.0018,0.0004,0.0,0.0
too many ads,0.0022,0.0032,0.0002,0.0036,0.0048,0.0038,0.0018
top arcade games,0.0,0.0,0.0002,0.0026,0.008,0.0,0.0002
top games,0.0,0.0,0.0,0.0078,0.0074,0.0,0.0014
top praise,0.0002,0.0,0.0,0.0016,0.007,0.0,0.0002
user discovery,0.0,0.0,0.0,0.0036,0.0006,0.0,0.0002
