merged_topic_label,anger,disgust,fear,joy,neutral,sadness,surprise
loading and startup issues,0.0,0.0,0.0,0.0,0.0006,0.0016,0.0
login and account issues,0.0002,0.0,0.0,0.0,0.001,0.0016,0.0006
login issues,0.0,0.0002,0.0,0.0004,0.0012,0.0042,0.0004
long-term player experience,0.0002,0.0004,0.0,0.0002,0.0018,0.0008,0.0006
longtime player appreciation,0.0,0.0,0.0,0.0022,0.0002,0.0,0.0002
mixed opinions,0.0,0.0022,0.0002,0.005,0.0016,0.0006,0.0004
mixed opinions on game,0.0002,0.0,0.0,0.0018,0.0004,0.0,0.0
negative game experience,0.0002,0.0022,0.0002,0.0,0.0004,0.0012,0.0
neutral feedback,0.0,0.0,0.0,0.0062,0.0028,0.0002,0.0006
pay-to-win concerns,0.0002,0.0012,0.0,0.0002,0.0046,0.0006,0.0
payment & banning issues,0.0006,0.0002,0.0002,0.0,0.0002,0.0012,0.0004
performance & lag issues,0.0,0.0,0.0,0.0006,0.0012,0.0012,0.0002
player appreciation,0.0002,0.0,0.0002,0.0038,0.0002,0.0,0.0006
player enjoyment,0.0002,0.0,0.0,0.0078,0.0002,0.0002,0.0002
player events,0.0,0.0,0.0,0.0016,0.001,0.0006,0.0
poor management and quality,0.0002,0.001,0.0,0.0,0.0012,0.0004,0.0004
positive app feedback,0.0,0.0004,0.0002,0.001,0.005,0.0004,0.0004
positive feedback,0.0002,0.0,0.0,0.001,0.0324,0.0,0.0
positive feelings,0.0,0.0,0.0,0.0038,0.001,0.0,0.0002
positive game experience,0.0002,0.0,0.0,0.0052,0.0008,0.0002,0.002
positive game feedback,0.0,0.0,0.0,0.045,0.0028,0.0004,0.0004
positive genre reviews,0.0,0.0,0.0,0.0008,0.0028,0.0,0.0002
positive impressions,0.0,0.0,0.0,0.0036,0.0048,0.0,0.0034
positive praise,0.0,0.0004,0.0006,0.0088,0.0134,0.0014,0.0008
positive reactions,0.0,0.0004,0.0004,0.0004,0.0102,0.0,0.0002
pvp and character balance,0.0014,0.005,0.0002,0.0016,0.0044,0.002,0.0004
regional disparities,0.0038,0.0042,0.0006,0.0006,0.0076,0.0016,0.001
reward system issues,0.0,0.0004,0.0,0.0004,0.0008,0.0012,0.0004
rng and gear frustration,0.0014,0.004,0.0004,0.0012,0.0022,0.0014,0.001
server connectivity issues,0.0002,0.0002,0.0,0.0006,0.0008,0.001,0.0006
server fairness,0.001,0.0008,0.0002,0.0,0.0008,0.0006,0.0
server favoritism,0.0016,0.0028,0.0,0.0004,0.0032,0.0006,0.0004
server issues and rewards,0.0018,0.003,0.0006,0.002,0.003,0.0024,0.0004
summoning frustrations,0.0004,0.001,0.0,0.0,0.0014,0.0016,0.0006
taiwan sovereignty debate,0.0,0.0004,0.0,0.0004,0.0036,0.0002,0.0006
top mobile games,0.0002,0.0002,0.0,0.0036,0.001,0.0002,0.001
top-rated game,0.0,0.0,0.0,0.0052,0.0068,0.0002,0.0006
turn-based rpgs,0.0002,0.0,0.0,0.0022,0.0012,0.0,0.0004
ui and update issues,0.0022,0.005,0.0008,0.0028,0.0056,0.0046,0.003
unit balance issues,0.0006,0.0002,0.0,0.0002,0.0008,0.0006,0.0
unwanted ads,0.001,0.0006,0.0002,0.0,0.0008,0.0004,0.0002
اللعبة الممتعة,0.0,0.0002,0.0,0.0,0.004,0.0,0.0
